variable	num_unique_corrs	type	LB_seagrass	Tektite	Yawzi	taxonomy
ASV_01009	2	asv_id	1	1	0	ASV_01009: Campylobacteria; Arcobacteraceae
ASV_01034	2	asv_id	1	1	0	ASV_01034: Alphaproteobacteria; Defluviicoccales
ASV_01068	2	asv_id	2	0	0	ASV_01068: Alphaproteobacteria; Methyloligellaceae
ASV_01212	2	asv_id	1	0	1	ASV_01212: Bacteroidia; Aureitalea
ASV_01221	2	asv_id	2	0	0	ASV_01221: Bdellovibrionia; Halobacteriovorax
ASV_01225	2	asv_id	2	0	0	ASV_01225: Bacteria
ASV_01275	2	asv_id	0	0	2	ASV_01275: Bacteria
ASV_01298	2	asv_id	2	0	0	ASV_01298: Lentisphaeria; Lentisphaera
ASV_01399	2	asv_id	2	0	0	ASV_01399: Bacteroidia; Marinifilaceae
ASV_01593	2	asv_id	2	0	0	ASV_01593: Proteobacteria; Gammaproteobacteria
ASV_02055	2	asv_id	2	0	0	ASV_02055: Oligoflexia; Oligoflexaceae
ASV_00118	2	asv_id	0	2	0	ASV_00118: Bacteroidia; NS2b marine group
ASV_00197	2	asv_id	0	2	1	ASV_00197: Gammaproteobacteria; SAR86 clade
ASV_00263	2	asv_id	0	2	0	ASV_00263: Bacteroidia; Cryomorphaceae
ASV_00375	2	asv_id	0	1	1	ASV_00375: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00413	2	asv_id	0	1	1	ASV_00413: Alphaproteobacteria; SAR11 Clade II
ASV_00453	2	asv_id	0	2	0	ASV_00453: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00457	2	asv_id	0	1	1	ASV_00457: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00471	2	asv_id	0	2	0	ASV_00471: Bacteroidia; NS5 marine group
ASV_00763	2	asv_id	0	2	0	ASV_00763: Alphaproteobacteria; SAR116 clade
ASV_00770	2	asv_id	0	2	0	ASV_00770: Bacteria; Margulisbacteria
ASV_00938	2	asv_id	0	2	0	ASV_00938: Bdellovibrionia; OM27 clade
ASV_00945	2	asv_id	0	2	0	ASV_00945: Polyangia; Nannocystaceae
ASV_00966	2	asv_id	0	2	0	ASV_00966: Bacteroidia; Cryomorphaceae
ASV_00973	2	asv_id	0	2	0	ASV_00973: Verrucomicrobiae; SCGC AAA164-E04
ASV_01047	2	asv_id	0	1	1	ASV_01047: Bacteroidia; Psychroflexus
ASV_01694	2	asv_id	0	1	1	ASV_01694: Alphaproteobacteria; Rickettsiaceae
ASV_01931	2	asv_id	0	0	2	ASV_01931: Nanoarchaeia; Woesearchaeales
ASV_01992	2	asv_id	0	2	0	ASV_01992: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00217	2	asv_id	0	0	2	ASV_00217: Gammaproteobacteria; Coxiella
ASV_03625	2	asv_id	0	0	2	ASV_03625: Chlamydiae; Chlamydiaceae
ASV_00002	1	asv_id	1	0	0	ASV_00002: Alphaproteobacteria; SAR11 Clade Ia
ASV_00004	1	asv_id	1	0	0	ASV_00004: Bacteroidia; NS4 marine group
ASV_00007	1	asv_id	1	1	0	ASV_00007: Cyanobacteria; Prochlorococcus MIT9313
ASV_00014	1	asv_id	1	0	0	ASV_00014: Bacteroidia; NS5 marine group
ASV_00015	1	asv_id	1	0	0	ASV_00015: Alphaproteobacteria; SAR116 clade
ASV_00019	1	asv_id	1	0	0	ASV_00019: Bacteroidia; NS2b marine group
ASV_00021	1	asv_id	1	0	0	ASV_00021: Alphaproteobacteria; Rhodobacteraceae
ASV_00036	1	asv_id	0	1	0	ASV_00036: Bacteroidia; NS9 marine group
ASV_00038	1	asv_id	1	0	0	ASV_00038: Bacteroidia; Formosa
ASV_00057	1	asv_id	0	0	1	ASV_00057: Thermoplasmata; Marine Group II
ASV_00064	1	asv_id	1	0	0	ASV_00064: Alphaproteobacteria; Stappiaceae
ASV_00079	1	asv_id	0	1	0	ASV_00079: Alphaproteobacteria; SAR116 clade
ASV_00091	1	asv_id	0	1	0	ASV_00091: Cyanobacteria; Prochlorococcus MIT9313
ASV_00117	1	asv_id	1	0	0	ASV_00117: Alphaproteobacteria; PS1 clade
ASV_00119	1	asv_id	1	0	0	ASV_00119: Gammaproteobacteria; SAR92 clade
ASV_00121	1	asv_id	1	0	0	ASV_00121: Cyanobacteria; Synechococcus CC9902
ASV_00122	1	asv_id	0	1	0	ASV_00122: Bacteroidia; Flavobacteriaceae
ASV_00141	1	asv_id	0	1	0	ASV_00141: Gammaproteobacteria; SAR86 clade
ASV_00149	1	asv_id	1	0	0	ASV_00149: Thermoplasmata; Marine Group II
ASV_00158	1	asv_id	0	1	0	ASV_00158: Bacteroidia; NS9 marine group
ASV_00171	1	asv_id	0	1	0	ASV_00171: Alphaproteobacteria; Candidatus Puniceispirillum
ASV_00196	1	asv_id	0	0	1	ASV_00196: Gammaproteobacteria; SAR86 clade
ASV_00224	1	asv_id	1	0	0	ASV_00224: Alphaproteobacteria; HIMB11
ASV_00236	1	asv_id	1	0	0	ASV_00236: Gammaproteobacteria; Thiotrichaceae
ASV_00245	1	asv_id	1	0	0	ASV_00245: Alphaproteobacteria; SAR116 clade
ASV_00269	1	asv_id	0	1	0	ASV_00269: Gammaproteobacteria; Enterobacterales
ASV_00281	1	asv_id	0	1	0	ASV_00281: Alphaproteobacteria; SAR11 Clade Ia
ASV_00289	1	asv_id	1	0	0	ASV_00289: Bacteroidia; NS5 marine group
ASV_00295	1	asv_id	1	0	0	ASV_00295: Bacteroidia; NS5 marine group
ASV_00307	1	asv_id	0	1	0	ASV_00307: Gammaproteobacteria; OM43 clade
ASV_00313	1	asv_id	0	0	1	ASV_00313: Planctomycetes; Pirellulaceae
ASV_00317	1	asv_id	1	0	0	ASV_00317: Verrucomicrobiae; DEV007
ASV_00322	1	asv_id	1	0	0	ASV_00322: Gammaproteobacteria; Vibrio
ASV_00330	1	asv_id	0	0	1	ASV_00330: Alphaproteobacteria; SAR11 Clade II
ASV_00334	1	asv_id	0	1	0	ASV_00334: Bdellovibrionia; OM27 clade
ASV_00336	1	asv_id	0	1	0	ASV_00336: Alphaproteobacteria; S25-593
ASV_00352	1	asv_id	0	0	1	ASV_00352: Bacteroidia; Cyclobacteriaceae
ASV_00358	1	asv_id	1	0	0	ASV_00358: Bacteroidia; Tenacibaculum
ASV_00364	1	asv_id	0	1	0	ASV_00364: Gammaproteobacteria; KI89A clade
ASV_00365	1	asv_id	1	0	0	ASV_00365: Bacteroidia; NS4 marine group
ASV_00373	1	asv_id	1	0	0	ASV_00373: Gammaproteobacteria; Pseudomonas
ASV_00376	1	asv_id	0	0	1	ASV_00376: Gammaproteobacteria; OM60(NOR5) clade
ASV_00392	1	asv_id	0	0	1	ASV_00392: Oligoflexia; Oligoflexaceae
ASV_00394	1	asv_id	0	1	0	ASV_00394: Alphaproteobacteria; SAR116 clade
ASV_00399	1	asv_id	1	0	0	ASV_00399: Alphaproteobacteria; Celeribacter
ASV_00408	1	asv_id	0	1	0	ASV_00408: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00423	1	asv_id	1	0	0	ASV_00423: Bacteroidia; Saprospiraceae
ASV_00429	1	asv_id	0	1	0	ASV_00429: Thermoplasmata; Marine Group III
ASV_00448	1	asv_id	0	1	0	ASV_00448: Gammaproteobacteria; Coxiella
ASV_00463	1	asv_id	0	1	0	ASV_00463: Verrucomicrobiae; Coraliomargarita
ASV_00469	1	asv_id	1	0	0	ASV_00469: Alphaproteobacteria; Hyphomonadaceae
ASV_00470	1	asv_id	1	0	0	ASV_00470: Gammaproteobacteria; Coxiella
ASV_00472	1	asv_id	0	1	0	ASV_00472: Alphaproteobacteria; SAR11 Clade III
ASV_00479	1	asv_id	1	0	0	ASV_00479: Bacteroidia; Flavobacteriaceae
ASV_00499	1	asv_id	0	0	1	ASV_00499: Nitrososphaeria; Candidatus Nitrosopumilus
ASV_00517	1	asv_id	1	0	0	ASV_00517: Gammaproteobacteria; Pseudohaliea
ASV_00525	1	asv_id	1	0	0	ASV_00525: Bacteroidia; Flavicella
ASV_00542	1	asv_id	0	1	0	ASV_00542: Alphaproteobacteria; Rickettsiales
ASV_00550	1	asv_id	1	0	0	ASV_00550: Bacteria; Proteobacteria
ASV_00556	1	asv_id	1	0	0	ASV_00556: Bacteroidia; NS5 marine group
ASV_00576	1	asv_id	1	0	0	ASV_00576: Bacteroidia; Algitalea
ASV_00591	1	asv_id	1	0	0	ASV_00591: Proteobacteria; Gammaproteobacteria
ASV_00610	1	asv_id	0	0	1	ASV_00610: Bacteroidia; Fluviicola
ASV_00611	1	asv_id	0	0	1	ASV_00611: Bacteroidia; NS7 marine group
ASV_00630	1	asv_id	1	0	0	ASV_00630: Clostridia; Clostridium sensu stricto 1
ASV_00673	1	asv_id	0	0	1	ASV_00673: Bacteria
ASV_00678	1	asv_id	1	0	0	ASV_00678: Alphaproteobacteria; Candidatus Megaira
ASV_00684	1	asv_id	0	1	0	ASV_00684: Gammaproteobacteria; Coxiella
ASV_00696	1	asv_id	1	0	0	ASV_00696: Alphaproteobacteria; Roseobacter clade CHAB-I-5 lineage
ASV_00709	1	asv_id	1	0	0	ASV_00709: Bacilli; Candidatus Hepatoplasma
ASV_00712	1	asv_id	1	0	0	ASV_00712: Gammaproteobacteria; Unknown Family
ASV_00719	1	asv_id	1	0	0	ASV_00719: Clostridia; Lachnospiraceae UCG-007
ASV_00756	1	asv_id	0	1	0	ASV_00756: Gammaproteobacteria; Coxiella
ASV_00758	1	asv_id	1	0	0	ASV_00758: Bacteroidia; NS5 marine group
ASV_00762	1	asv_id	0	0	1	ASV_00762: Gammaproteobacteria; Psychrobacter
ASV_00777	1	asv_id	1	0	0	ASV_00777: Alphaproteobacteria; Rhodobacteraceae
ASV_00795	1	asv_id	0	0	1	ASV_00795: Bacteria
ASV_00829	1	asv_id	1	0	0	ASV_00829: Desulfobacteria; Sva0081 sediment group
ASV_00847	1	asv_id	0	1	0	ASV_00847: Alphaproteobacteria; Micavibrionaceae
ASV_00851	1	asv_id	1	0	0	ASV_00851: Alphaproteobacteria; Sphingomonadaceae
ASV_00853	1	asv_id	1	0	0	ASV_00853: Planctomycetota; OM190
ASV_00859	1	asv_id	1	0	0	ASV_00859: Gammaproteobacteria; Eionea
ASV_00884	1	asv_id	1	0	0	ASV_00884: Gammaproteobacteria; Endozoicomonas
ASV_00908	1	asv_id	1	0	0	ASV_00908: Alphaproteobacteria; Stappiaceae
ASV_00933	1	asv_id	0	0	1	ASV_00933: Bacteroidia; Saprospiraceae
ASV_00962	1	asv_id	1	0	0	ASV_00962: Acidimicrobia; Ilumatobacteraceae
ASV_00967	1	asv_id	1	0	0	ASV_00967: Alphaproteobacteria; Rhizobiales
ASV_00984	1	asv_id	0	0	1	ASV_00984: Proteobacteria; Gammaproteobacteria
ASV_00996	1	asv_id	1	0	0	ASV_00996: Polyangia; Nannocystaceae
ASV_01017	1	asv_id	1	0	0	ASV_01017: Gammaproteobacteria; Litoricola
ASV_01018	1	asv_id	0	0	1	ASV_01018: Verrucomicrobiae; Rubritalea
ASV_01031	1	asv_id	1	0	0	ASV_01031: Gammaproteobacteria; Coxiella
ASV_01056	1	asv_id	1	0	0	ASV_01056: Verrucomicrobiae; Rubritalea
ASV_01134	1	asv_id	1	0	0	ASV_01134: Nanoarchaeia; Woesearchaeales
ASV_01146	1	asv_id	0	0	1	ASV_01146: Proteobacteria; Gammaproteobacteria
ASV_01199	1	asv_id	0	1	0	ASV_01199: Leptospirae; Turneriella
ASV_01256	1	asv_id	1	0	0	ASV_01256: Gammaproteobacteria; Aliiglaciecola
ASV_01257	1	asv_id	1	0	0	ASV_01257: Nanoarchaeia; Woesearchaeales
ASV_01258	1	asv_id	0	0	1	ASV_01258: Gammaproteobacteria; Marinomonas
ASV_01294	1	asv_id	0	1	0	ASV_01294: Desulfovibrionia; Halodesulfovibrio
ASV_01365	1	asv_id	0	0	1	ASV_01365: Gammaproteobacteria; Litoricola
ASV_01387	1	asv_id	1	0	0	ASV_01387: Gammaproteobacteria; Francisella
ASV_01430	1	asv_id	1	0	0	ASV_01430: Nitrososphaeria; Candidatus Nitrosopumilus
ASV_01519	1	asv_id	1	0	0	ASV_01519: Bacteroidia; Muricauda
ASV_01527	1	asv_id	1	0	0	ASV_01527: Bacteroidia; Flavobacteriaceae
ASV_01565	1	asv_id	1	0	0	ASV_01565: Bacteroidia; Amoebophilaceae
ASV_01681	1	asv_id	1	0	0	ASV_01681: Alphaproteobacteria; Rickettsiaceae
ASV_01741	1	asv_id	1	0	0	ASV_01741: Fusobacteria; Cetobacterium
ASV_01767	1	asv_id	1	0	0	ASV_01767: Verrucomicrobiae; Verruc-01
ASV_01822	1	asv_id	1	0	0	ASV_01822: Bacteria; WPS-2
ASV_01861	1	asv_id	1	0	0	ASV_01861: Bacteroidia; Cyclobacteriaceae
ASV_01891	1	asv_id	1	0	0	ASV_01891: Gammaproteobacteria; Pseudomonadales
ASV_01939	1	asv_id	1	0	0	ASV_01939: Campylobacteria; Sulfurimonas
ASV_02020	1	asv_id	1	0	0	ASV_02020: Cyanobacteria; Cyanobacteria
ASV_02052	1	asv_id	1	0	0	ASV_02052: Kiritimatiellae; WCHB1-41
ASV_02115	1	asv_id	0	1	0	ASV_02115: Fusobacteria; Hypnocyclicus
ASV_02151	1	asv_id	1	0	0	ASV_02151: Bacteroidia; Bacteroidetes VC2.1 Bac22
ASV_02202	1	asv_id	1	0	0	ASV_02202: Bacteroidia; Cytophagales
ASV_02893	1	asv_id	1	0	0	ASV_02893: Verrucomicrobiae; Methylacidiphilaceae
ASV_00172	1	asv_id	0	0	1	ASV_00172: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00205	1	asv_id	0	1	0	ASV_00205: Alphaproteobacteria; SAR11 Clade II
ASV_00253	1	asv_id	0	1	0	ASV_00253: Alphaproteobacteria; SAR11 Clade II
ASV_00287	1	asv_id	0	1	0	ASV_00287: Bacteroidia; Cryomorphaceae
ASV_00298	1	asv_id	0	0	1	ASV_00298: Alphaproteobacteria; SAR11 Clade IV
ASV_00332	1	asv_id	0	1	0	ASV_00332: Bacteroidia; NS4 marine group
ASV_00343	1	asv_id	0	1	0	ASV_00343: Alphaproteobacteria; SAR11 Clade Ia
ASV_00368	1	asv_id	0	1	0	ASV_00368: Alphaproteobacteria; SAR116 clade
ASV_00441	1	asv_id	0	0	1	ASV_00441: Verrucomicrobiae; Rubritalea
ASV_00454	1	asv_id	0	1	0	ASV_00454: Alphaproteobacteria; Candidatus Puniceispirillum
ASV_00491	1	asv_id	0	1	0	ASV_00491: Alphaproteobacteria; OM75 clade
ASV_00553	1	asv_id	0	1	0	ASV_00553: Gammaproteobacteria; SAR86 clade
ASV_00579	1	asv_id	0	1	0	ASV_00579: Alphaproteobacteria; SAR116 clade
ASV_00632	1	asv_id	0	1	0	ASV_00632: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00642	1	asv_id	0	1	0	ASV_00642: Proteobacteria; Gammaproteobacteria
ASV_00645	1	asv_id	0	1	0	ASV_00645: Alphaproteobacteria; Ascidiaceihabitans
ASV_00660	1	asv_id	0	1	0	ASV_00660: Gammaproteobacteria; Pseudomonas
ASV_00667	1	asv_id	0	0	1	ASV_00667: Gammaproteobacteria; Vibrionaceae
ASV_00677	1	asv_id	0	1	0	ASV_00677: Gammaproteobacteria; Ga0077536
ASV_00690	1	asv_id	0	1	0	ASV_00690: Alphaproteobacteria; SAR11 Clade III
ASV_00694	1	asv_id	0	1	0	ASV_00694: Alphaproteobacteria; SAR11 Clade II
ASV_00718	1	asv_id	0	0	1	ASV_00718: Bacteroidia; NS5 marine group
ASV_00732	1	asv_id	0	0	1	ASV_00732: Alphaproteobacteria; SAR11 Clade II
ASV_00734	1	asv_id	0	1	0	ASV_00734: Alphaproteobacteria; SAR11 Clade Ib
ASV_00736	1	asv_id	0	1	0	ASV_00736: Bacteria; Proteobacteria
ASV_00816	1	asv_id	0	1	0	ASV_00816: Proteobacteria; Alphaproteobacteria
ASV_00849	1	asv_id	0	1	0	ASV_00849: Alphaproteobacteria; SAR11 Clade II
ASV_00940	1	asv_id	0	0	1	ASV_00940: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00946	1	asv_id	0	1	0	ASV_00946: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00965	1	asv_id	0	1	0	ASV_00965: Alphaproteobacteria; S25-593
ASV_00969	1	asv_id	0	1	1	ASV_00969: Gammaproteobacteria; SAR92 clade
ASV_01033	1	asv_id	0	1	0	ASV_01033: Alphaproteobacteria; S25-593
ASV_01138	1	asv_id	0	1	0	ASV_01138: Bacteria; Margulisbacteria
ASV_01161	1	asv_id	0	0	1	ASV_01161: Gammaproteobacteria; Candidatus Tenderia
ASV_01165	1	asv_id	0	1	0	ASV_01165: Gammaproteobacteria; Coxiella
ASV_01189	1	asv_id	0	1	0	ASV_01189: Bacteria; Margulisbacteria
ASV_01207	1	asv_id	0	1	0	ASV_01207: Bacteria; Bdellovibrionota
ASV_01223	1	asv_id	0	1	0	ASV_01223: Verrucomicrobiae; Lentimonas
ASV_01323	1	asv_id	0	1	0	ASV_01323: Verrucomicrobiae; A714019
ASV_01325	1	asv_id	0	1	0	ASV_01325: Kiritimatiellae; R76-B128
ASV_01344	1	asv_id	0	0	1	ASV_01344: Bacteria; Proteobacteria
ASV_01361	1	asv_id	0	1	0	ASV_01361: Nanoarchaeia; Woesearchaeales
ASV_01434	1	asv_id	0	0	1	ASV_01434: Bacteria; Margulisbacteria
ASV_01496	1	asv_id	0	0	1	ASV_01496: Proteobacteria; Alphaproteobacteria
ASV_01623	1	asv_id	0	0	1	ASV_01623: Bacteria; Margulisbacteria
ASV_01630	1	asv_id	0	1	0	ASV_01630: Gammaproteobacteria; Coxiella
ASV_01699	1	asv_id	0	1	0	ASV_01699: Desulfuromonadia; Bradymonadales
ASV_01945	1	asv_id	0	1	0	ASV_01945: Gammaproteobacteria; Ectothiorhodospiraceae
ASV_02053	1	asv_id	0	0	1	ASV_02053: Bacteria
ASV_02182	1	asv_id	0	0	1	ASV_02182: Gammaproteobacteria; Candidatus Endoecteinascidia
ASV_02253	1	asv_id	0	1	0	ASV_02253: Verrucomicrobiae; Pelagicoccus
ASV_02912	1	asv_id	0	1	0	ASV_02912: Verrucomicrobiae; DEV007
ASV_00333	1	asv_id	0	0	1	ASV_00333: Gammaproteobacteria; OM60(NOR5) clade
ASV_00651	1	asv_id	0	0	1	ASV_00651: Bacteria; Marinimicrobia (SAR406 clade)
ASV_00788	1	asv_id	0	0	1	ASV_00788: Gammaproteobacteria; Vibrio
ASV_01054	1	asv_id	0	0	1	ASV_01054: Gammaproteobacteria; Coxiella
ASV_01128	1	asv_id	0	0	1	ASV_01128: Gammaproteobacteria; Coxiella
ASV_01285	1	asv_id	0	0	1	ASV_01285: Gammaproteobacteria; Cellvibrionaceae
ASV_01400	1	asv_id	0	0	1	ASV_01400: Phycisphaerae; CL500-3
ASV_01642	1	asv_id	0	0	1	ASV_01642: Bacteria; Margulisbacteria
ASV_01792	1	asv_id	0	0	1	ASV_01792: Proteobacteria; Alphaproteobacteria
ASV_01823	1	asv_id	0	0	1	ASV_01823: Gammaproteobacteria; Endozoicomonas
ASV_02137	1	asv_id	0	0	1	ASV_02137: Gammaproteobacteria; Umboniibacter
ASV_02152	1	asv_id	0	0	1	ASV_02152: Bacteroidia; Bacteroidales
pantothenic acid	216	simpleName	156	59	57	NA
ciliatine	141	simpleName	123	18	3	NA
cysteate	100	simpleName	88	2	13	NA
homoserine betaine	96	simpleName	22	68	9	NA
kynurenine	81	simpleName	29	45	9	NA
GABA	80	simpleName	73	6	2	NA
glycine	75	simpleName	60	7	9	NA
arginine	63	simpleName	52	4	7	NA
taurine	63	simpleName	55	3	5	NA
putrescine 2	51	simpleName	8	33	11	NA
sn-glycerol 3-phosphate	45	simpleName	32	8	10	NA
cysteine 2	41	simpleName	17	4	22	NA
isethionate	39	simpleName	30	5	5	NA
phenylalanine	37	simpleName	21	7	9	NA
asparagine	31	simpleName	20	6	5	NA
tryptophan	31	simpleName	8	17	6	NA
uridine	30	simpleName	19	7	4	NA
glutathione 2	29	simpleName	18	8	3	NA
guanosine	28	simpleName	15	5	12	NA
lysine 2	28	simpleName	15	6	9	NA
5'AMP	27	simpleName	2	9	16	NA
alanine	27	simpleName	3	4	21	NA
5'UMP	26	simpleName	15	8	3	NA
threonine	25	simpleName	7	8	12	NA
serine	23	simpleName	7	6	10	NA
histidine	22	simpleName	2	9	11	NA
valine	21	simpleName	6	5	11	NA
aspartate	20	simpleName	6	7	8	NA
spermidine 3	20	simpleName	8	12	0	NA
sarcosine	19	simpleName	3	7	9	NA
leucine	18	simpleName	6	6	6	NA
DHPS	17	simpleName	5	4	8	NA
ornithine 2	17	simpleName	2	7	9	NA
proline	17	simpleName	2	7	8	NA
3'AMP	15	simpleName	12	1	2	NA
isoleucine	15	simpleName	4	7	4	NA
malic acid	15	simpleName	4	3	8	NA
glutamic acid	13	simpleName	3	2	9	NA
citrulline	12	simpleName	4	4	4	NA
methionine	11	simpleName	5	6	0	NA
glutamine	10	simpleName	4	2	4	NA
tryptamine	9	simpleName	9	0	0	NA
