site	v1	v2	asso	type
seagrass	asparagine	ASV_00153	NA	metabolite
seagrass	asparagine	ASV_00168	NA	metabolite
seagrass	asparagine	ASV_00361	NA	metabolite
seagrass	asparagine	ASV_00146	NA	metabolite
seagrass	asparagine	ASV_01134	NA	metabolite
seagrass	asparagine	ASV_00138	NA	metabolite
seagrass	asparagine	ASV_00130	NA	metabolite
seagrass	asparagine	ASV_00131	NA	metabolite
seagrass	asparagine	ASV_00269	NA	metabolite
seagrass	asparagine	ASV_00155	NA	metabolite
seagrass	asparagine	ASV_00191	NA	metabolite
seagrass	asparagine	ASV_00129	NA	metabolite
seagrass	asparagine	ASV_00217	NA	metabolite
seagrass	asparagine	ASV_00164	NA	metabolite
seagrass	asparagine	ASV_00240	NA	metabolite
seagrass	asparagine	ASV_00147	NA	metabolite
seagrass	asparagine	ASV_00215	NA	metabolite
seagrass	asparagine	ASV_00105	NA	metabolite
seagrass	asparagine	ASV_00094	NA	metabolite
seagrass	asparagine	ASV_00124	NA	metabolite
seagrass	asparagine	ASV_00096	NA	metabolite
seagrass	asparagine	ASV_00097	NA	metabolite
seagrass	asparagine	ASV_00119	NA	metabolite
seagrass	asparagine	ASV_00125	NA	metabolite
seagrass	asparagine	ASV_00111	NA	metabolite
seagrass	asparagine	ASV_00092	NA	metabolite
seagrass	asparagine	ASV_00093	NA	metabolite
seagrass	asparagine	ASV_00084	NA	metabolite
seagrass	asparagine	ASV_00080	NA	metabolite
seagrass	asparagine	ASV_00072	NA	metabolite
seagrass	asparagine	ASV_00150	NA	metabolite
seagrass	asparagine	ASV_00059	NA	metabolite
seagrass	asparagine	ASV_00058	NA	metabolite
seagrass	asparagine	ASV_00054	NA	metabolite
seagrass	asparagine	ASV_00066	NA	metabolite
seagrass	asparagine	ASV_00053	NA	metabolite
seagrass	asparagine	ASV_00060	NA	metabolite
seagrass	asparagine	ASV_00133	NA	metabolite
seagrass	asparagine	ASV_00103	NA	metabolite
seagrass	asparagine	ASV_00045	NA	metabolite
seagrass	asparagine	ASV_00064	NA	metabolite
seagrass	asparagine	ASV_00038	NA	metabolite
seagrass	asparagine	ASV_00028	NA	metabolite
seagrass	asparagine	ASV_00057	NA	metabolite
seagrass	asparagine	ASV_00051	NA	metabolite
seagrass	asparagine	ASV_00018	NA	metabolite
seagrass	asparagine	ASV_00031	NA	metabolite
seagrass	asparagine	ASV_00019	NA	metabolite
seagrass	asparagine	ASV_00036	NA	metabolite
seagrass	asparagine	ASV_00040	NA	metabolite
seagrass	asparagine	ASV_00023	NA	metabolite
seagrass	asparagine	ASV_00007	NA	metabolite
seagrass	asparagine	ASV_00009	NA	metabolite
seagrass	asparagine	ASV_00017	NA	metabolite
seagrass	asparagine	ASV_00012	NA	metabolite
seagrass	asparagine	ASV_00021	NA	metabolite
seagrass	asparagine	ASV_00013	NA	metabolite
seagrass	asparagine	ASV_00015	NA	metabolite
seagrass	asparagine	ASV_00006	NA	metabolite
seagrass	asparagine	ASV_00003	NA	metabolite
seagrass	asparagine	ASV_00004	NA	metabolite
seagrass	asparagine	ASV_00014	NA	metabolite
seagrass	asparagine	ASV_00008	NA	metabolite
seagrass	asparagine	ASV_00002	NA	metabolite
seagrass	asparagine	ASV_00001	NA	metabolite
seagrass	aspartate	valine	NA	metabolite
seagrass	aspartate	uridine	NA	metabolite
seagrass	aspartate	tyrosine	NA	metabolite
seagrass	aspartate	tryptophan	NA	metabolite
seagrass	aspartate	tryptamine	NA	metabolite
seagrass	aspartate	threonine	NA	metabolite
seagrass	aspartate	taurine	NA	metabolite
seagrass	aspartate	spermidine 3	NA	metabolite
seagrass	aspartate	sn-glycerol 3-phosphate	NA	metabolite
seagrass	aspartate	serine	NA	metabolite
seagrass	aspartate	sarcosine	NA	metabolite
seagrass	aspartate	putrescine 2	NA	metabolite
seagrass	aspartate	proline	NA	metabolite
seagrass	aspartate	phenylalanine	NA	metabolite
seagrass	aspartate	pantothenic acid	NA	metabolite
seagrass	aspartate	ornithine 2	NA	metabolite
seagrass	aspartate	N-acetyl-muramic acid	NA	metabolite
seagrass	aspartate	methionine	NA	metabolite
seagrass	aspartate	malic acid	NA	metabolite
seagrass	aspartate	lysine 2	NA	metabolite
seagrass	aspartate	leucine	NA	metabolite
seagrass	aspartate	kynurenine	NA	metabolite
seagrass	aspartate	isoleucine	NA	metabolite
seagrass	aspartate	isethionate	NA	metabolite
seagrass	aspartate	homoserine betaine	NA	metabolite
seagrass	aspartate	histidine	NA	metabolite
seagrass	aspartate	guanosine	NA	metabolite
seagrass	aspartate	glycine	NA	metabolite
seagrass	aspartate	glutathione 2	NA	metabolite
seagrass	aspartate	glutamine	NA	metabolite
seagrass	aspartate	glutamic acid	NA	metabolite
seagrass	aspartate	GABA	NA	metabolite
seagrass	aspartate	folate	NA	metabolite
seagrass	aspartate	DHPS	NA	metabolite
seagrass	aspartate	cytidine	NA	metabolite
seagrass	aspartate	cysteine 2	NA	metabolite
seagrass	aspartate	cysteate	NA	metabolite
seagrass	aspartate	citrulline	NA	metabolite
seagrass	aspartate	ciliatine	NA	metabolite
seagrass	aspartate	aspartate	NA	metabolite
seagrass	aspartate	asparagine	NA	metabolite
seagrass	aspartate	arginine	NA	metabolite
seagrass	aspartate	amMP	NA	metabolite
seagrass	aspartate	alanine	NA	metabolite
seagrass	aspartate	5'UMP	NA	metabolite
seagrass	aspartate	5'AMP	NA	metabolite
seagrass	aspartate	4-aminobenzoic acid	NA	metabolite
seagrass	aspartate	3'AMP	NA	metabolite
seagrass	aspartate	2'deoxycytidine	NA	metabolite
seagrass	aspartate	ASV_00323	NA	metabolite
seagrass	aspartate	ASV_00568	NA	metabolite
seagrass	aspartate	ASV_00400	NA	metabolite
seagrass	aspartate	ASV_00346	NA	metabolite
seagrass	aspartate	ASV_00389	NA	metabolite
seagrass	aspartate	ASV_00307	NA	metabolite
seagrass	aspartate	ASV_00313	NA	metabolite
seagrass	aspartate	ASV_00451	NA	metabolite
seagrass	aspartate	ASV_00337	NA	metabolite
seagrass	aspartate	ASV_00349	NA	metabolite
seagrass	aspartate	ASV_00300	NA	metabolite
seagrass	aspartate	ASV_00317	NA	metabolite
seagrass	aspartate	ASV_00186	NA	metabolite
seagrass	aspartate	ASV_00370	NA	metabolite
seagrass	aspartate	ASV_00441	NA	metabolite
seagrass	aspartate	ASV_00277	NA	metabolite
seagrass	aspartate	ASV_00282	NA	metabolite
seagrass	aspartate	ASV_00264	NA	metabolite
seagrass	aspartate	ASV_00271	NA	metabolite
seagrass	aspartate	ASV_00524	NA	metabolite
seagrass	aspartate	ASV_00260	NA	metabolite
seagrass	aspartate	ASV_00256	NA	metabolite
seagrass	aspartate	ASV_00251	NA	metabolite
seagrass	aspartate	ASV_00314	NA	metabolite
seagrass	aspartate	ASV_00236	NA	metabolite
seagrass	aspartate	ASV_00231	NA	metabolite
seagrass	aspartate	ASV_00392	NA	metabolite
seagrass	aspartate	ASV_00243	NA	metabolite
seagrass	aspartate	ASV_00209	NA	metabolite
seagrass	aspartate	ASV_00624	NA	metabolite
seagrass	aspartate	ASV_00290	NA	metabolite
seagrass	aspartate	ASV_00177	NA	metabolite
seagrass	aspartate	ASV_00229	NA	metabolite
seagrass	aspartate	ASV_00171	NA	metabolite
seagrass	aspartate	ASV_00227	NA	metabolite
seagrass	aspartate	ASV_00153	NA	metabolite
seagrass	aspartate	ASV_00168	NA	metabolite
seagrass	aspartate	ASV_00361	NA	metabolite
seagrass	aspartate	ASV_00146	NA	metabolite
seagrass	aspartate	ASV_01134	NA	metabolite
seagrass	aspartate	ASV_00138	NA	metabolite
seagrass	aspartate	ASV_00130	NA	metabolite
seagrass	aspartate	ASV_00131	NA	metabolite
seagrass	aspartate	ASV_00269	NA	metabolite
seagrass	aspartate	ASV_00155	NA	metabolite
seagrass	aspartate	ASV_00191	NA	metabolite
seagrass	aspartate	ASV_00129	NA	metabolite
seagrass	aspartate	ASV_00217	NA	metabolite
seagrass	aspartate	ASV_00164	NA	metabolite
seagrass	aspartate	ASV_00240	NA	metabolite
seagrass	aspartate	ASV_00147	NA	metabolite
seagrass	aspartate	ASV_00215	NA	metabolite
seagrass	aspartate	ASV_00105	NA	metabolite
seagrass	aspartate	ASV_00094	NA	metabolite
seagrass	aspartate	ASV_00124	NA	metabolite
seagrass	aspartate	ASV_00096	NA	metabolite
seagrass	aspartate	ASV_00097	NA	metabolite
seagrass	aspartate	ASV_00119	NA	metabolite
seagrass	aspartate	ASV_00125	NA	metabolite
seagrass	aspartate	ASV_00111	NA	metabolite
seagrass	aspartate	ASV_00092	NA	metabolite
seagrass	aspartate	ASV_00093	NA	metabolite
seagrass	aspartate	ASV_00084	NA	metabolite
seagrass	aspartate	ASV_00080	NA	metabolite
seagrass	aspartate	ASV_00072	NA	metabolite
seagrass	aspartate	ASV_00150	NA	metabolite
seagrass	aspartate	ASV_00059	NA	metabolite
seagrass	aspartate	ASV_00058	NA	metabolite
seagrass	aspartate	ASV_00054	NA	metabolite
seagrass	aspartate	ASV_00066	NA	metabolite
seagrass	aspartate	ASV_00053	NA	metabolite
seagrass	aspartate	ASV_00060	NA	metabolite
seagrass	aspartate	ASV_00133	NA	metabolite
seagrass	aspartate	ASV_00103	NA	metabolite
seagrass	aspartate	ASV_00045	NA	metabolite
seagrass	aspartate	ASV_00064	NA	metabolite
seagrass	aspartate	ASV_00038	NA	metabolite
seagrass	aspartate	ASV_00028	NA	metabolite
seagrass	aspartate	ASV_00057	NA	metabolite
seagrass	aspartate	ASV_00051	NA	metabolite
seagrass	aspartate	ASV_00018	NA	metabolite
seagrass	aspartate	ASV_00031	NA	metabolite
seagrass	aspartate	ASV_00019	NA	metabolite
seagrass	aspartate	ASV_00036	NA	metabolite
seagrass	aspartate	ASV_00040	NA	metabolite
seagrass	aspartate	ASV_00023	NA	metabolite
seagrass	aspartate	ASV_00007	NA	metabolite
seagrass	aspartate	ASV_00009	NA	metabolite
seagrass	aspartate	ASV_00017	NA	metabolite
seagrass	aspartate	ASV_00012	NA	metabolite
seagrass	aspartate	ASV_00021	NA	metabolite
seagrass	aspartate	ASV_00013	NA	metabolite
seagrass	aspartate	ASV_00015	NA	metabolite
seagrass	aspartate	ASV_00006	NA	metabolite
seagrass	aspartate	ASV_00003	NA	metabolite
seagrass	aspartate	ASV_00004	NA	metabolite
seagrass	aspartate	ASV_00014	NA	metabolite
seagrass	aspartate	ASV_00008	NA	metabolite
seagrass	aspartate	ASV_00002	NA	metabolite
seagrass	aspartate	ASV_00001	NA	metabolite
seagrass	ciliatine	valine	NA	metabolite
seagrass	ciliatine	uridine	NA	metabolite
seagrass	ciliatine	tyrosine	NA	metabolite
seagrass	ciliatine	tryptophan	NA	metabolite
seagrass	ciliatine	tryptamine	NA	metabolite
seagrass	ciliatine	threonine	NA	metabolite
seagrass	ciliatine	taurine	NA	metabolite
seagrass	ciliatine	spermidine 3	NA	metabolite
seagrass	ciliatine	sn-glycerol 3-phosphate	NA	metabolite
seagrass	ciliatine	serine	NA	metabolite
seagrass	ciliatine	sarcosine	NA	metabolite
seagrass	ciliatine	putrescine 2	NA	metabolite
seagrass	ciliatine	proline	NA	metabolite
seagrass	ciliatine	phenylalanine	NA	metabolite
seagrass	ciliatine	pantothenic acid	NA	metabolite
seagrass	ciliatine	ornithine 2	NA	metabolite
seagrass	ciliatine	N-acetyl-muramic acid	NA	metabolite
seagrass	ciliatine	methionine	NA	metabolite
seagrass	ciliatine	malic acid	NA	metabolite
seagrass	ciliatine	lysine 2	NA	metabolite
seagrass	ciliatine	leucine	NA	metabolite
seagrass	ciliatine	kynurenine	NA	metabolite
seagrass	ciliatine	isoleucine	NA	metabolite
seagrass	ciliatine	isethionate	NA	metabolite
seagrass	ciliatine	homoserine betaine	NA	metabolite
seagrass	ciliatine	histidine	NA	metabolite
seagrass	ciliatine	guanosine	NA	metabolite
seagrass	ciliatine	glycine	NA	metabolite
seagrass	ciliatine	glutathione 2	NA	metabolite
seagrass	ciliatine	glutamine	NA	metabolite
seagrass	ciliatine	glutamic acid	NA	metabolite
seagrass	ciliatine	GABA	NA	metabolite
seagrass	ciliatine	folate	NA	metabolite
seagrass	ciliatine	DHPS	NA	metabolite
seagrass	ciliatine	cytidine	NA	metabolite
seagrass	ciliatine	cysteine 2	NA	metabolite
seagrass	ciliatine	cysteate	NA	metabolite
seagrass	ciliatine	citrulline	NA	metabolite
seagrass	ciliatine	ciliatine	NA	metabolite
seagrass	ciliatine	aspartate	NA	metabolite
seagrass	ciliatine	asparagine	NA	metabolite
seagrass	ciliatine	arginine	NA	metabolite
seagrass	ciliatine	amMP	NA	metabolite
seagrass	ciliatine	alanine	NA	metabolite
seagrass	ciliatine	5'UMP	NA	metabolite
seagrass	ciliatine	5'AMP	NA	metabolite
seagrass	ciliatine	4-aminobenzoic acid	NA	metabolite
seagrass	ciliatine	3'AMP	NA	metabolite
seagrass	ciliatine	2'deoxycytidine	NA	metabolite
seagrass	ciliatine	ASV_00323	NA	metabolite
seagrass	ciliatine	ASV_00568	NA	metabolite
seagrass	ciliatine	ASV_00400	NA	metabolite
seagrass	ciliatine	ASV_00346	NA	metabolite
seagrass	ciliatine	ASV_00389	NA	metabolite
seagrass	ciliatine	ASV_00307	NA	metabolite
seagrass	ciliatine	ASV_00313	NA	metabolite
seagrass	ciliatine	ASV_00451	NA	metabolite
seagrass	ciliatine	ASV_00337	NA	metabolite
seagrass	ciliatine	ASV_00349	NA	metabolite
seagrass	ciliatine	ASV_00300	NA	metabolite
seagrass	ciliatine	ASV_00317	NA	metabolite
seagrass	ciliatine	ASV_00186	NA	metabolite
seagrass	ciliatine	ASV_00370	NA	metabolite
seagrass	ciliatine	ASV_00441	NA	metabolite
seagrass	ciliatine	ASV_00277	NA	metabolite
seagrass	ciliatine	ASV_00282	NA	metabolite
seagrass	ciliatine	ASV_00264	NA	metabolite
seagrass	ciliatine	ASV_00271	NA	metabolite
seagrass	ciliatine	ASV_00524	NA	metabolite
seagrass	ciliatine	ASV_00260	NA	metabolite
seagrass	ciliatine	ASV_00256	NA	metabolite
seagrass	ciliatine	ASV_00251	NA	metabolite
seagrass	ciliatine	ASV_00314	NA	metabolite
seagrass	ciliatine	ASV_00236	NA	metabolite
seagrass	ciliatine	ASV_00231	NA	metabolite
seagrass	ciliatine	ASV_00392	NA	metabolite
seagrass	ciliatine	ASV_00243	NA	metabolite
seagrass	ciliatine	ASV_00209	NA	metabolite
seagrass	ciliatine	ASV_00624	NA	metabolite
seagrass	ciliatine	ASV_00290	NA	metabolite
seagrass	ciliatine	ASV_00177	NA	metabolite
seagrass	ciliatine	ASV_00229	NA	metabolite
seagrass	ciliatine	ASV_00171	NA	metabolite
seagrass	ciliatine	ASV_00227	NA	metabolite
seagrass	ciliatine	ASV_00153	NA	metabolite
seagrass	ciliatine	ASV_00168	NA	metabolite
seagrass	ciliatine	ASV_00361	NA	metabolite
seagrass	ciliatine	ASV_00146	NA	metabolite
seagrass	ciliatine	ASV_01134	NA	metabolite
seagrass	ciliatine	ASV_00138	NA	metabolite
seagrass	ciliatine	ASV_00130	NA	metabolite
seagrass	ciliatine	ASV_00131	NA	metabolite
seagrass	ciliatine	ASV_00269	NA	metabolite
seagrass	ciliatine	ASV_00155	NA	metabolite
seagrass	ciliatine	ASV_00191	NA	metabolite
seagrass	ciliatine	ASV_00129	NA	metabolite
seagrass	ciliatine	ASV_00217	NA	metabolite
seagrass	ciliatine	ASV_00164	NA	metabolite
seagrass	ciliatine	ASV_00240	NA	metabolite
seagrass	ciliatine	ASV_00147	NA	metabolite
seagrass	ciliatine	ASV_00215	NA	metabolite
seagrass	ciliatine	ASV_00105	NA	metabolite
seagrass	ciliatine	ASV_00094	NA	metabolite
seagrass	ciliatine	ASV_00124	NA	metabolite
seagrass	ciliatine	ASV_00096	NA	metabolite
seagrass	ciliatine	ASV_00097	NA	metabolite
seagrass	ciliatine	ASV_00119	NA	metabolite
seagrass	ciliatine	ASV_00125	NA	metabolite
seagrass	ciliatine	ASV_00111	NA	metabolite
seagrass	ciliatine	ASV_00092	NA	metabolite
seagrass	ciliatine	ASV_00093	NA	metabolite
seagrass	ciliatine	ASV_00084	NA	metabolite
seagrass	ciliatine	ASV_00080	NA	metabolite
seagrass	ciliatine	ASV_00072	NA	metabolite
seagrass	ciliatine	ASV_00150	NA	metabolite
seagrass	ciliatine	ASV_00059	NA	metabolite
seagrass	ciliatine	ASV_00058	NA	metabolite
seagrass	ciliatine	ASV_00054	NA	metabolite
seagrass	ciliatine	ASV_00066	NA	metabolite
seagrass	ciliatine	ASV_00053	NA	metabolite
seagrass	ciliatine	ASV_00060	NA	metabolite
seagrass	ciliatine	ASV_00133	NA	metabolite
seagrass	ciliatine	ASV_00103	NA	metabolite
seagrass	ciliatine	ASV_00045	NA	metabolite
seagrass	ciliatine	ASV_00064	NA	metabolite
seagrass	ciliatine	ASV_00038	NA	metabolite
seagrass	ciliatine	ASV_00028	NA	metabolite
seagrass	ciliatine	ASV_00057	NA	metabolite
seagrass	ciliatine	ASV_00051	NA	metabolite
seagrass	ciliatine	ASV_00018	NA	metabolite
seagrass	ciliatine	ASV_00031	NA	metabolite
seagrass	ciliatine	ASV_00019	NA	metabolite
seagrass	ciliatine	ASV_00036	NA	metabolite
seagrass	ciliatine	ASV_00040	NA	metabolite
seagrass	ciliatine	ASV_00023	NA	metabolite
seagrass	ciliatine	ASV_00007	NA	metabolite
seagrass	ciliatine	ASV_00009	NA	metabolite
seagrass	ciliatine	ASV_00017	NA	metabolite
seagrass	ciliatine	ASV_00012	NA	metabolite
seagrass	ciliatine	ASV_00021	NA	metabolite
seagrass	ciliatine	ASV_00013	NA	metabolite
seagrass	ciliatine	ASV_00015	NA	metabolite
seagrass	ciliatine	ASV_00006	NA	metabolite
seagrass	ciliatine	ASV_00003	NA	metabolite
seagrass	ciliatine	ASV_00004	NA	metabolite
seagrass	ciliatine	ASV_00014	NA	metabolite
seagrass	ciliatine	ASV_00008	NA	metabolite
seagrass	ciliatine	ASV_00002	NA	metabolite
seagrass	ciliatine	ASV_00001	NA	metabolite
seagrass	citrulline	valine	NA	metabolite
seagrass	citrulline	uridine	NA	metabolite
seagrass	citrulline	tyrosine	NA	metabolite
seagrass	citrulline	tryptophan	NA	metabolite
seagrass	citrulline	tryptamine	NA	metabolite
seagrass	citrulline	threonine	NA	metabolite
seagrass	citrulline	taurine	NA	metabolite
seagrass	citrulline	spermidine 3	NA	metabolite
seagrass	citrulline	sn-glycerol 3-phosphate	NA	metabolite
seagrass	citrulline	serine	NA	metabolite
seagrass	citrulline	sarcosine	NA	metabolite
seagrass	citrulline	putrescine 2	NA	metabolite
seagrass	citrulline	proline	NA	metabolite
seagrass	citrulline	phenylalanine	NA	metabolite
seagrass	citrulline	pantothenic acid	NA	metabolite
seagrass	citrulline	ornithine 2	NA	metabolite
seagrass	citrulline	N-acetyl-muramic acid	NA	metabolite
seagrass	citrulline	methionine	NA	metabolite
seagrass	citrulline	malic acid	NA	metabolite
seagrass	citrulline	lysine 2	NA	metabolite
seagrass	citrulline	leucine	NA	metabolite
seagrass	citrulline	kynurenine	NA	metabolite
seagrass	citrulline	isoleucine	NA	metabolite
seagrass	citrulline	isethionate	NA	metabolite
seagrass	citrulline	homoserine betaine	NA	metabolite
seagrass	citrulline	histidine	NA	metabolite
seagrass	citrulline	guanosine	NA	metabolite
seagrass	citrulline	glycine	NA	metabolite
seagrass	citrulline	glutathione 2	NA	metabolite
seagrass	citrulline	glutamine	NA	metabolite
seagrass	citrulline	glutamic acid	NA	metabolite
seagrass	citrulline	GABA	NA	metabolite
seagrass	citrulline	folate	NA	metabolite
seagrass	citrulline	DHPS	NA	metabolite
seagrass	citrulline	cytidine	NA	metabolite
seagrass	citrulline	cysteine 2	NA	metabolite
seagrass	citrulline	cysteate	NA	metabolite
seagrass	citrulline	citrulline	NA	metabolite
seagrass	citrulline	ciliatine	NA	metabolite
seagrass	citrulline	aspartate	NA	metabolite
seagrass	citrulline	asparagine	NA	metabolite
seagrass	citrulline	arginine	NA	metabolite
seagrass	citrulline	amMP	NA	metabolite
seagrass	citrulline	alanine	NA	metabolite
seagrass	citrulline	5'UMP	NA	metabolite
seagrass	citrulline	5'AMP	NA	metabolite
seagrass	citrulline	4-aminobenzoic acid	NA	metabolite
seagrass	citrulline	3'AMP	NA	metabolite
seagrass	citrulline	2'deoxycytidine	NA	metabolite
seagrass	citrulline	ASV_00323	NA	metabolite
seagrass	citrulline	ASV_00568	NA	metabolite
seagrass	citrulline	ASV_00400	NA	metabolite
seagrass	citrulline	ASV_00346	NA	metabolite
seagrass	citrulline	ASV_00389	NA	metabolite
seagrass	citrulline	ASV_00307	NA	metabolite
seagrass	citrulline	ASV_00313	NA	metabolite
seagrass	citrulline	ASV_00451	NA	metabolite
seagrass	citrulline	ASV_00337	NA	metabolite
seagrass	citrulline	ASV_00349	NA	metabolite
seagrass	citrulline	ASV_00300	NA	metabolite
seagrass	citrulline	ASV_00317	NA	metabolite
seagrass	citrulline	ASV_00186	NA	metabolite
seagrass	citrulline	ASV_00370	NA	metabolite
seagrass	citrulline	ASV_00441	NA	metabolite
seagrass	citrulline	ASV_00277	NA	metabolite
seagrass	citrulline	ASV_00282	NA	metabolite
seagrass	citrulline	ASV_00264	NA	metabolite
seagrass	citrulline	ASV_00271	NA	metabolite
seagrass	citrulline	ASV_00524	NA	metabolite
seagrass	citrulline	ASV_00260	NA	metabolite
seagrass	citrulline	ASV_00256	NA	metabolite
seagrass	citrulline	ASV_00251	NA	metabolite
seagrass	citrulline	ASV_00314	NA	metabolite
seagrass	citrulline	ASV_00236	NA	metabolite
seagrass	citrulline	ASV_00231	NA	metabolite
seagrass	citrulline	ASV_00392	NA	metabolite
seagrass	citrulline	ASV_00243	NA	metabolite
seagrass	citrulline	ASV_00209	NA	metabolite
seagrass	citrulline	ASV_00624	NA	metabolite
seagrass	citrulline	ASV_00290	NA	metabolite
seagrass	citrulline	ASV_00177	NA	metabolite
seagrass	citrulline	ASV_00229	NA	metabolite
seagrass	citrulline	ASV_00171	NA	metabolite
seagrass	citrulline	ASV_00227	NA	metabolite
seagrass	citrulline	ASV_00153	NA	metabolite
seagrass	citrulline	ASV_00168	NA	metabolite
seagrass	citrulline	ASV_00361	NA	metabolite
seagrass	citrulline	ASV_00146	NA	metabolite
seagrass	citrulline	ASV_01134	NA	metabolite
seagrass	citrulline	ASV_00138	NA	metabolite
seagrass	citrulline	ASV_00130	NA	metabolite
seagrass	citrulline	ASV_00131	NA	metabolite
seagrass	citrulline	ASV_00269	NA	metabolite
seagrass	citrulline	ASV_00155	NA	metabolite
seagrass	citrulline	ASV_00191	NA	metabolite
seagrass	citrulline	ASV_00129	NA	metabolite
seagrass	citrulline	ASV_00217	NA	metabolite
seagrass	citrulline	ASV_00164	NA	metabolite
seagrass	citrulline	ASV_00240	NA	metabolite
seagrass	citrulline	ASV_00147	NA	metabolite
seagrass	citrulline	ASV_00215	NA	metabolite
seagrass	citrulline	ASV_00105	NA	metabolite
seagrass	citrulline	ASV_00094	NA	metabolite
seagrass	citrulline	ASV_00124	NA	metabolite
seagrass	citrulline	ASV_00096	NA	metabolite
seagrass	citrulline	ASV_00097	NA	metabolite
seagrass	citrulline	ASV_00119	NA	metabolite
seagrass	citrulline	ASV_00125	NA	metabolite
seagrass	citrulline	ASV_00111	NA	metabolite
seagrass	citrulline	ASV_00092	NA	metabolite
seagrass	citrulline	ASV_00093	NA	metabolite
seagrass	citrulline	ASV_00084	NA	metabolite
seagrass	citrulline	ASV_00080	NA	metabolite
seagrass	citrulline	ASV_00072	NA	metabolite
seagrass	citrulline	ASV_00150	NA	metabolite
seagrass	citrulline	ASV_00059	NA	metabolite
seagrass	citrulline	ASV_00058	NA	metabolite
seagrass	citrulline	ASV_00054	NA	metabolite
seagrass	citrulline	ASV_00066	NA	metabolite
seagrass	citrulline	ASV_00053	NA	metabolite
seagrass	citrulline	ASV_00060	NA	metabolite
seagrass	citrulline	ASV_00133	NA	metabolite
seagrass	citrulline	ASV_00103	NA	metabolite
seagrass	citrulline	ASV_00045	NA	metabolite
seagrass	citrulline	ASV_00064	NA	metabolite
seagrass	citrulline	ASV_00038	NA	metabolite
seagrass	citrulline	ASV_00028	NA	metabolite
seagrass	citrulline	ASV_00057	NA	metabolite
seagrass	citrulline	ASV_00051	NA	metabolite
seagrass	citrulline	ASV_00018	NA	metabolite
seagrass	citrulline	ASV_00031	NA	metabolite
seagrass	citrulline	ASV_00019	NA	metabolite
seagrass	citrulline	ASV_00036	NA	metabolite
seagrass	citrulline	ASV_00040	NA	metabolite
seagrass	citrulline	ASV_00023	NA	metabolite
seagrass	citrulline	ASV_00007	NA	metabolite
seagrass	citrulline	ASV_00009	NA	metabolite
seagrass	citrulline	ASV_00017	NA	metabolite
seagrass	citrulline	ASV_00012	NA	metabolite
seagrass	citrulline	ASV_00021	NA	metabolite
seagrass	citrulline	ASV_00013	NA	metabolite
seagrass	citrulline	ASV_00015	NA	metabolite
seagrass	citrulline	ASV_00006	NA	metabolite
seagrass	citrulline	ASV_00003	NA	metabolite
seagrass	citrulline	ASV_00004	NA	metabolite
seagrass	citrulline	ASV_00014	NA	metabolite
seagrass	citrulline	ASV_00008	NA	metabolite
seagrass	citrulline	ASV_00002	NA	metabolite
seagrass	citrulline	ASV_00001	0.021722894212771876	metabolite
seagrass	cysteate	valine	NA	metabolite
seagrass	cysteate	uridine	NA	metabolite
seagrass	cysteate	tyrosine	NA	metabolite
seagrass	cysteate	tryptophan	NA	metabolite
seagrass	cysteate	tryptamine	NA	metabolite
seagrass	cysteate	threonine	NA	metabolite
seagrass	cysteate	taurine	NA	metabolite
seagrass	cysteate	spermidine 3	NA	metabolite
seagrass	cysteate	sn-glycerol 3-phosphate	NA	metabolite
seagrass	cysteate	serine	NA	metabolite
seagrass	cysteate	sarcosine	NA	metabolite
seagrass	cysteate	putrescine 2	NA	metabolite
seagrass	cysteate	proline	NA	metabolite
seagrass	cysteate	phenylalanine	NA	metabolite
seagrass	cysteate	pantothenic acid	NA	metabolite
seagrass	cysteate	ornithine 2	NA	metabolite
seagrass	cysteate	N-acetyl-muramic acid	NA	metabolite
seagrass	cysteate	methionine	NA	metabolite
seagrass	cysteate	malic acid	NA	metabolite
seagrass	cysteate	lysine 2	NA	metabolite
seagrass	cysteate	leucine	NA	metabolite
seagrass	cysteate	kynurenine	NA	metabolite
seagrass	cysteate	isoleucine	NA	metabolite
seagrass	cysteate	isethionate	NA	metabolite
seagrass	cysteate	homoserine betaine	NA	metabolite
seagrass	cysteate	histidine	NA	metabolite
seagrass	cysteate	guanosine	NA	metabolite
seagrass	cysteate	glycine	NA	metabolite
seagrass	cysteate	glutathione 2	NA	metabolite
seagrass	cysteate	glutamine	NA	metabolite
seagrass	cysteate	glutamic acid	NA	metabolite
seagrass	cysteate	GABA	NA	metabolite
seagrass	cysteate	folate	NA	metabolite
seagrass	cysteate	DHPS	NA	metabolite
seagrass	cysteate	cytidine	NA	metabolite
seagrass	cysteate	cysteine 2	NA	metabolite
seagrass	cysteate	cysteate	NA	metabolite
seagrass	cysteate	citrulline	NA	metabolite
seagrass	cysteate	ciliatine	0.19621754544541642	metabolite
seagrass	cysteate	aspartate	NA	metabolite
seagrass	cysteate	asparagine	NA	metabolite
seagrass	cysteate	arginine	NA	metabolite
seagrass	cysteate	amMP	NA	metabolite
seagrass	cysteate	alanine	NA	metabolite
seagrass	cysteate	5'UMP	NA	metabolite
seagrass	cysteate	5'AMP	NA	metabolite
seagrass	cysteate	4-aminobenzoic acid	NA	metabolite
seagrass	cysteate	3'AMP	NA	metabolite
seagrass	cysteate	2'deoxycytidine	NA	metabolite
seagrass	cysteate	ASV_00323	NA	metabolite
