asv_id	label
ASV_02382	ASV_02382: Campylobacteria; Sulfurimonas
ASV_02383	ASV_02383: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02384	ASV_02384: Campylobacteria; Halarcobacter
ASV_02385	ASV_02385: Gammaproteobacteria; Coxiella
ASV_02386	ASV_02386: Gammaproteobacteria; Sedimenticolaceae
ASV_02387	ASV_02387: Alphaproteobacteria; SM2D12
ASV_02388	ASV_02388: Clostridia; Fusibacter
ASV_02389	ASV_02389: Alphaproteobacteria; Rickettsiaceae
ASV_02392	ASV_02392: Micrarchaeia; Micrarchaeales
ASV_02393	ASV_02393: Bacteria
ASV_02394	ASV_02394: Nanoarchaeia; Woesearchaeales
ASV_02395	ASV_02395: Latescibacteria; Latescibacteraceae
ASV_02396	ASV_02396: Anaerolineae; Anaerolineaceae
ASV_02398	ASV_02398: Bdellovibrionia; OM27 clade
ASV_02400	ASV_02400: Gammaproteobacteria; Francisella
ASV_02401	ASV_02401: Bacteroidia; Vicingus
ASV_02402	ASV_02402: Gammaproteobacteria; Coxiella
ASV_02403	ASV_02403: Alphaproteobacteria; Rhodobacteraceae
ASV_02404	ASV_02404: Gammaproteobacteria; Enterovibrio
ASV_02405	ASV_02405: Bacteroidia; Crocinitomicaceae
ASV_02406	ASV_02406: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02410	ASV_02410: Acidimicrobia; Microtrichaceae
ASV_02411	ASV_02411: Bacteroidia; Pseudofulvibacter
ASV_02412	ASV_02412: Bacteroidia; Amoebophilaceae
ASV_02413	ASV_02413: Gammaproteobacteria; Ga0077536
ASV_02414	ASV_02414: Clostridia; Oscillospiraceae
ASV_02415	ASV_02415: Bacteroidia; Parabacteroides
ASV_02416	ASV_02416: Clostridia; Paramaledivibacter
ASV_02417	ASV_02417: Verrucomicrobiae; Rubritalea
ASV_02418	ASV_02418: Clostridia; Clostridium sensu stricto 1
ASV_02419	ASV_02419: Gammaproteobacteria; Halieaceae
ASV_02420	ASV_02420: Gammaproteobacteria; Halieaceae
ASV_02421	ASV_02421: Gammaproteobacteria; Vibrio
ASV_02422	ASV_02422: Bacteroidia; Prolixibacteraceae
ASV_02423	ASV_02423: Verrucomicrobiae; Rubritalea
ASV_02424	ASV_02424: Gammaproteobacteria; Alteromonadaceae
ASV_02425	ASV_02425: Patescibacteria; Gracilibacteria
ASV_02426	ASV_02426: Bacteroidia; Muricauda
ASV_02427	ASV_02427: Firmicutes; Clostridia
ASV_02428	ASV_02428: Bacteria; SAR324 clade(Marine group B)
ASV_02429	ASV_02429: Gammaproteobacteria; Thiothrix
ASV_02430	ASV_02430: Gammaproteobacteria; Thiothrix
ASV_02431	ASV_02431: Nanoarchaeia; Woesearchaeales
ASV_02432	ASV_02432: Nanoarchaeia; Woesearchaeales
ASV_02433	ASV_02433: Proteobacteria; Alphaproteobacteria
ASV_02435	ASV_02435: Gammaproteobacteria; Coxiella
ASV_02436	ASV_02436: Alphaproteobacteria; Rickettsiales
ASV_02438	ASV_02438: Bacteroidia; Flavobacteriaceae
ASV_02439	ASV_02439: Gammaproteobacteria; OM182 clade
ASV_02440	ASV_02440: Alphaproteobacteria; SAR116 clade
ASV_02441	ASV_02441: Kiritimatiellae; R76-B128
ASV_02442	ASV_02442: Bacteria; Margulisbacteria
ASV_02443	ASV_02443: Proteobacteria; Gammaproteobacteria
ASV_02444	ASV_02444: Nanoarchaeia; Woesearchaeales
ASV_02445	ASV_02445: Alphaproteobacteria; AEGEAN-169 marine group
ASV_02446	ASV_02446: Gammaproteobacteria; Nitrincolaceae
ASV_02447	ASV_02447: Kiritimatiellae; MSBL3
ASV_02448	ASV_02448: Gammaproteobacteria; Francisellaceae
ASV_02449	ASV_02449: Campylobacteria; Arcobacteraceae
ASV_02450	ASV_02450: Gammaproteobacteria; Candidatus Thiobios
ASV_02451	ASV_02451: Clostridia; Lachnospira
ASV_02452	ASV_02452: Bacteroidia; Flavobacteriaceae
ASV_02453	ASV_02453: Gammaproteobacteria; Enterobacterales
ASV_02454	ASV_02454: Gammaproteobacteria; Vibrionaceae
ASV_02455	ASV_02455: Spirochaetia; Sediminispirochaeta
ASV_02456	ASV_02456: Bacteroidia; Muricauda
ASV_02458	ASV_02458: Anaerolineae; A4b
ASV_02459	ASV_02459: Gammaproteobacteria; Ectothiorhodospiraceae
ASV_02460	ASV_02460: Bacteroidia; Rikenellaceae RC9 gut group
ASV_02461	ASV_02461: Clostridia; UCG-005
ASV_02462	ASV_02462: Clostridia; Oscillospiraceae
ASV_02463	ASV_02463: Clostridia; Clostridia UCG-014
ASV_02464	ASV_02464: Clostridia; Oscillibacter
ASV_02466	ASV_02466: Alphaproteobacteria; Methyloligellaceae
ASV_02467	ASV_02467: Planctomycetes; Fuerstia
ASV_02468	ASV_02468: Gammaproteobacteria; Coxiella
ASV_02469	ASV_02469: Bacteroidota; Bacteroidia
ASV_02470	ASV_02470: Proteobacteria; Gammaproteobacteria
ASV_02472	ASV_02472: Bacteroidia; Cyclobacteriaceae
ASV_02473	ASV_02473: Bdellovibrionia; Peredibacter
ASV_02474	ASV_02474: Bacteroidia; Flavobacteriaceae
ASV_02475	ASV_02475: Vicinamibacteria; Subgroup 17
ASV_02476	ASV_02476: Anaerolineae; Anaerolineaceae
ASV_02477	ASV_02477: Acidimicrobia; Actinomarinales
ASV_02478	ASV_02478: Proteobacteria; Gammaproteobacteria
ASV_02479	ASV_02479: Alphaproteobacteria; Maricaulis
ASV_02480	ASV_02480: Acidobacteriota; Subgroup 21
ASV_02482	ASV_02482: Bacteria; Margulisbacteria
ASV_02483	ASV_02483: Bacteroidia; Candidatus Amoebophilus
ASV_02484	ASV_02484: Verrucomicrobiae; Coraliomargarita
ASV_02485	ASV_02485: Bdellovibrionia; OM27 clade
ASV_02486	ASV_02486: Gammaproteobacteria; OM60(NOR5) clade
ASV_02487	ASV_02487: Alphaproteobacteria; SAR116 clade
ASV_02488	ASV_02488: Alphaproteobacteria; SM2D12
ASV_02489	ASV_02489: Patescibacteria; Gracilibacteria
ASV_02490	ASV_02490: Verrucomicrobiae; Luteolibacter
ASV_02491	ASV_02491: Bdellovibrionia; Bacteriovoracaceae
ASV_02492	ASV_02492: Gammaproteobacteria; BD7-8
ASV_02493	ASV_02493: Gammaproteobacteria; Marinomonas
ASV_02494	ASV_02494: Bacteroidia; Ekhidna
ASV_02495	ASV_02495: Alphaproteobacteria; Maricaulis
ASV_02496	ASV_02496: Bacteria; Margulisbacteria
ASV_02497	ASV_02497: Alphaproteobacteria; Rickettsiales
ASV_02498	ASV_02498: Gammaproteobacteria; Endozoicomonas
ASV_02499	ASV_02499: Bacteria; Margulisbacteria
ASV_02500	ASV_02500: Bdellovibrionia; Peredibacter
ASV_02501	ASV_02501: Oligoflexia; Oligoflexaceae
ASV_02502	ASV_02502: Desulfobacteria; Sva0081 sediment group
ASV_02503	ASV_02503: Kiritimatiellae; R76-B128
ASV_02504	ASV_02504: Gammaproteobacteria; Piscirickettsia
ASV_02505	ASV_02505: Alphaproteobacteria; Micavibrionaceae
ASV_02506	ASV_02506: Planctomycetes; Rubinisphaera
ASV_02507	ASV_02507: Alphaproteobacteria; SAR11 Clade Ib
ASV_02508	ASV_02508: Alphaproteobacteria; AEGEAN-169 marine group
ASV_02509	ASV_02509: Planctomycetes; Blastopirellula
ASV_02510	ASV_02510: Clostridia; Clostridium sensu stricto 2
ASV_02511	ASV_02511: Nanoarchaeia; Woesearchaeales
ASV_02512	ASV_02512: Anaerolineae; Anaerolineaceae
ASV_02513	ASV_02513: Proteobacteria; Alphaproteobacteria
ASV_02514	ASV_02514: Proteobacteria; Gammaproteobacteria
ASV_02515	ASV_02515: Nanoarchaeia; Woesearchaeales
ASV_02516	ASV_02516: Clostridia; Lachnospiraceae
ASV_02517	ASV_02517: Gammaproteobacteria; OM60(NOR5) clade
ASV_02519	ASV_02519: Bacteroidia; Prevotella
ASV_02520	ASV_02520: Clostridia; Oscillospiraceae
ASV_02521	ASV_02521: Halobacteria; Halococcus
ASV_02523	ASV_02523: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02524	ASV_02524: Thermoplasmata; Marine Group II
ASV_02525	ASV_02525: Alphaproteobacteria; Rickettsiaceae
ASV_02526	ASV_02526: Campylobacteria; Halarcobacter
ASV_02527	ASV_02527: Bacteria; SAR324 clade(Marine group B)
ASV_02529	ASV_02529: Gracilibacteria; Absconditabacteriales (SR1)
ASV_02530	ASV_02530: Bacteroidia; Amoebophilaceae
ASV_02531	ASV_02531: Bacteria
ASV_02532	ASV_02532: Bacteria; Desulfobacterota
ASV_02533	ASV_02533: Bacteria; SAR324 clade(Marine group B)
ASV_02534	ASV_02534: Bacteria
ASV_02535	ASV_02535: Bacteroidia; Persicobacter
ASV_02536	ASV_02536: Bdellovibrionia; OM27 clade
ASV_02539	ASV_02539: Bdellovibrionia; Peredibacter
ASV_02540	ASV_02540: Alphaproteobacteria; SAR116 clade
ASV_02542	ASV_02542: Bacilli; Candidatus Hepatoplasma
ASV_02545	ASV_02545: Bacteroidia; Cryomorphaceae
ASV_02546	ASV_02546: Cyanobacteria; Cyanobacteria
ASV_02547	ASV_02547: Bacteria; Proteobacteria
ASV_02548	ASV_02548: Lentisphaeria; P.palmC41
ASV_02551	ASV_02551: Clostridia; Clostridium sensu stricto 7
ASV_02552	ASV_02552: Bacteroidia; Amoebophilaceae
ASV_02553	ASV_02553: Alphaproteobacteria; Candidatus Puniceispirillum
ASV_02555	ASV_02555: Gammaproteobacteria; Endozoicomonas
ASV_02556	ASV_02556: Bacteroidia; RH-aaj90h05
ASV_02558	ASV_02558: Lentisphaeria; P.palmC41
ASV_02559	ASV_02559: Kiritimatiellae; WCHB1-41
ASV_02560	ASV_02560: Nanoarchaeia; Woesearchaeales
ASV_02561	ASV_02561: Bdellovibrionia; Peredibacter
ASV_02562	ASV_02562: Bacteroidia; Prevotella_7
ASV_02563	ASV_02563: Bacteroidia; Tenacibaculum
ASV_02564	ASV_02564: Gammaproteobacteria; Acinetobacter
ASV_02565	ASV_02565: Gammaproteobacteria; Candidatus Thiobios
ASV_02566	ASV_02566: Anaerolineae; Caldilineaceae
ASV_02567	ASV_02567: Nanoarchaeia; Woesearchaeales
ASV_02568	ASV_02568: Clostridia; Defluviitalea
ASV_02569	ASV_02569: Desulfobacteria; Sva0081 sediment group
ASV_02570	ASV_02570: Gammaproteobacteria; OM60(NOR5) clade
ASV_02572	ASV_02572: Anaerolineae; Caldilineaceae
ASV_02573	ASV_02573: Bacteroidia; Tenacibaculum
ASV_02574	ASV_02574: Clostridia; [Eubacterium] coprostanoligenes group
ASV_02575	ASV_02575: Clostridia; Oscillospiraceae
ASV_02576	ASV_02576: Clostridia; Hydrogenoanaerobacterium
ASV_02577	ASV_02577: Clostridia; UCG-010
ASV_02578	ASV_02578: Clostridia; Ruminococcaceae
ASV_02579	ASV_02579: Bacteria; Margulisbacteria
ASV_02581	ASV_02581: Gammaproteobacteria; BD7-8
ASV_02582	ASV_02582: Gammaproteobacteria; Cocleimonas
ASV_02583	ASV_02583: Bacteria; Margulisbacteria
ASV_02585	ASV_02585: Nitrososphaeria; Candidatus Nitrosopumilus
ASV_02586	ASV_02586: Rhodothermia; Rhodothermaceae
ASV_02587	ASV_02587: Proteobacteria; Gammaproteobacteria
ASV_02588	ASV_02588: Rhodothermia; B2706-C7
ASV_02589	ASV_02589: Babeliae; Vermiphilaceae
ASV_02590	ASV_02590: Planctomycetes; Planctomycetales
ASV_02591	ASV_02591: Campylobacteria; Nitratiruptor
ASV_02592	ASV_02592: Gammaproteobacteria; Candidatus Thiobios
ASV_02593	ASV_02593: Gammaproteobacteria; Coxiella
ASV_02594	ASV_02594: Proteobacteria; Gammaproteobacteria
ASV_02595	ASV_02595: Bacteroidia; Labilibacter
ASV_02596	ASV_02596: Verrucomicrobiota; Lentisphaeria
ASV_02598	ASV_02598: Nanoarchaeia; Woesearchaeales
ASV_02599	ASV_02599: Bacteroidia; Draconibacterium
ASV_02600	ASV_02600: Planctomycetota; BD7-11
ASV_02604	ASV_02604: Alphaproteobacteria; Kordiimonas
ASV_02605	ASV_02605: Bacteria; Margulisbacteria
ASV_02606	ASV_02606: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02607	ASV_02607: Proteobacteria; Gammaproteobacteria
ASV_02608	ASV_02608: Nanoarchaeia; Woesearchaeales
ASV_02611	ASV_02611: Clostridia; Peptostreptococcaceae
ASV_02614	ASV_02614: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02615	ASV_02615: Gammaproteobacteria; Aestuariibacter
ASV_02616	ASV_02616: Alphaproteobacteria; Hyphomonadaceae
ASV_02617	ASV_02617: Gammaproteobacteria; Woeseia
ASV_02618	ASV_02618: Bdellovibrionia; Bacteriovoracaceae
ASV_02620	ASV_02620: Clostridia; Lachnospiraceae
ASV_02621	ASV_02621: Nanoarchaeia; Woesearchaeales
ASV_02622	ASV_02622: Bacteria
ASV_02623	ASV_02623: Bdellovibrionia; Peredibacter
ASV_02625	ASV_02625: Gammaproteobacteria; Halieaceae
ASV_02626	ASV_02626: Bacteroidia; Robiginitalea
ASV_02627	ASV_02627: Verrucomicrobiae; Rubritalea
ASV_02629	ASV_02629: Gammaproteobacteria; KI89A clade
ASV_02632	ASV_02632: Nanoarchaeia; Woesearchaeales
ASV_02633	ASV_02633: Vampirivibrionia; Caenarcaniphilales
ASV_02634	ASV_02634: Alphaproteobacteria; Micavibrionaceae
ASV_02635	ASV_02635: Bacteroidia; Amoebophilaceae
ASV_02636	ASV_02636: Gracilibacteria; Absconditabacteriales (SR1)
ASV_02637	ASV_02637: Bacteroidia; Cyclobacteriaceae
ASV_02638	ASV_02638: Cyanobacteria; Synechococcus CC9902
ASV_02639	ASV_02639: Nanoarchaeia; SCGC AAA011-D5
ASV_02640	ASV_02640: Proteobacteria; Gammaproteobacteria
ASV_02641	ASV_02641: Clostridia; Defluviitalea
ASV_02642	ASV_02642: Bacteroidia; NS2b marine group
ASV_02643	ASV_02643: Spirochaetia; Treponema
ASV_02644	ASV_02644: Clostridia; UCG-005
ASV_02646	ASV_02646: Clostridia; Clostridia vadinBB60 group
ASV_02647	ASV_02647: Clostridia; Peptococcaceae
ASV_02648	ASV_02648: Proteobacteria; Gammaproteobacteria
ASV_02649	ASV_02649: Verrucomicrobiae; DEV007
ASV_02651	ASV_02651: Bacteria
ASV_02653	ASV_02653: Cyanobacteria; Cyanobacteria
ASV_02655	ASV_02655: Bacteroidia; Roseimarinus
ASV_02656	ASV_02656: Bacteroidia; Lentimicrobiaceae
ASV_02657	ASV_02657: Gammaproteobacteria; SAR86 clade
ASV_02658	ASV_02658: Proteobacteria; Gammaproteobacteria
ASV_02659	ASV_02659: Proteobacteria; Alphaproteobacteria
ASV_02660	ASV_02660: Verrucomicrobiae; Persicirhabdus
ASV_02661	ASV_02661: Proteobacteria; Alphaproteobacteria
ASV_02662	ASV_02662: Planctomycetota; BD7-11
ASV_02663	ASV_02663: Bacteroidia; Cyclobacteriaceae
ASV_02664	ASV_02664: Gammaproteobacteria; Unknown Family
ASV_02666	ASV_02666: Nanoarchaeia; Woesearchaeales
ASV_02667	ASV_02667: Gammaproteobacteria; Kistimonas
ASV_02670	ASV_02670: Campylobacteria; Halarcobacter
ASV_02671	ASV_02671: Gammaproteobacteria; Nitrincolaceae
ASV_02672	ASV_02672: Campylobacteria; Malaciobacter
ASV_02673	ASV_02673: Bacteroidia; NS10 marine group
ASV_02675	ASV_02675: Nanoarchaeia; Woesearchaeales
ASV_02676	ASV_02676: Bdellovibrionia; OM27 clade
ASV_02677	ASV_02677: Gammaproteobacteria; Thiogranum
ASV_02678	ASV_02678: Clostridia; Hungateiclostridiaceae
ASV_02679	ASV_02679: Gammaproteobacteria; Cellvibrionaceae
ASV_02680	ASV_02680: Gammaproteobacteria; Candidatus Endoecteinascidia
ASV_02681	ASV_02681: Gammaproteobacteria; Coxiella
ASV_02682	ASV_02682: Gammaproteobacteria; BD2-7
ASV_02683	ASV_02683: Bacteroidia; Cryomorphaceae
ASV_02684	ASV_02684: Verrucomicrobiae; Coraliomargarita
ASV_02685	ASV_02685: Gammaproteobacteria; EV818SWSAP88
ASV_02686	ASV_02686: Nanoarchaeia; Woesearchaeales
ASV_02687	ASV_02687: Oligoflexia; Oligoflexaceae
ASV_02688	ASV_02688: Verrucomicrobiae; Rubritalea
ASV_02689	ASV_02689: Gammaproteobacteria; Coxiella
ASV_02690	ASV_02690: Desulfuromonadia; PB19
ASV_02691	ASV_02691: Negativicutes; Veillonella
ASV_02692	ASV_02692: Bdellovibrionia; Peredibacter
ASV_02693	ASV_02693: Spirochaetia; Salinispira
ASV_02694	ASV_02694: Proteobacteria; Gammaproteobacteria
ASV_02695	ASV_02695: Nanoarchaeia; Woesearchaeales
ASV_02696	ASV_02696: Patescibacteria; Gracilibacteria
ASV_02697	ASV_02697: Gammaproteobacteria; Legionella
ASV_02698	ASV_02698: Bacteroidia; Cryomorphaceae
ASV_02699	ASV_02699: Alphaproteobacteria; Stappiaceae
ASV_02700	ASV_02700: Gammaproteobacteria; Salinivibrio
ASV_02701	ASV_02701: Gammaproteobacteria; Vibrio
ASV_02702	ASV_02702: Alphaproteobacteria; Candidatus Megaira
ASV_02703	ASV_02703: Dadabacteria; Dadabacteriales
ASV_02704	ASV_02704: Clostridia; Ruminococcaceae
ASV_02705	ASV_02705: Bacilli; Erysipelotrichaceae
ASV_02706	ASV_02706: Clostridia; UCG-005
ASV_02707	ASV_02707: Clostridia; Christensenellaceae
ASV_02708	ASV_02708: Gammaproteobacteria; Coxiella
ASV_02709	ASV_02709: Fusobacteria; Hypnocyclicus
ASV_02710	ASV_02710: Clostridia; Epulopiscium
ASV_02711	ASV_02711: Bacteroidia; Candidatus Amoebophilus
ASV_02712	ASV_02712: Desulfovibrionia; Desulfovibrio
ASV_02713	ASV_02713: Nanoarchaeia; Woesearchaeales
ASV_02714	ASV_02714: Lentisphaeria; PRD18C08
ASV_02715	ASV_02715: Proteobacteria; Gammaproteobacteria
ASV_02716	ASV_02716: Vampirivibrionia; Vampirovibrionaceae
ASV_02717	ASV_02717: Babeliae; Babeliales
ASV_02718	ASV_02718: Nanoarchaeia; SCGC AAA286-E23
ASV_02719	ASV_02719: Alphaproteobacteria; Rhodobacteraceae
ASV_02720	ASV_02720: Gemmatimonadota; PAUC43f marine benthic group
ASV_02721	ASV_02721: Nanoarchaeia; Woesearchaeales
ASV_02722	ASV_02722: Gracilibacteria; Candidatus Peribacteria
ASV_02723	ASV_02723: Campylobacteria; Sulfurimonas
ASV_02724	ASV_02724: Alphaproteobacteria; Terasakiellaceae
ASV_02725	ASV_02725: Gracilibacteria; JGI 0000069-P22
ASV_02726	ASV_02726: Planctomycetes; Blastopirellula
ASV_02728	ASV_02728: Bacteria; Margulisbacteria
ASV_02729	ASV_02729: Bacteria; Margulisbacteria
ASV_02730	ASV_02730: Planctomycetes; Rubinisphaeraceae
ASV_02731	ASV_02731: Proteobacteria; Alphaproteobacteria
ASV_02733	ASV_02733: Bdellovibrionia; Peredibacter
ASV_02734	ASV_02734: Gammaproteobacteria; Halioglobus
ASV_02735	ASV_02735: Bdellovibrionia; Peredibacter
ASV_02736	ASV_02736: Bacteria
ASV_02737	ASV_02737: Gammaproteobacteria; Psychrobacter
ASV_02738	ASV_02738: Bdellovibrionia; Halobacteriovorax
ASV_02739	ASV_02739: Bacteria; Margulisbacteria
ASV_02740	ASV_02740: Alphaproteobacteria; Defluviicoccales
ASV_02741	ASV_02741: Bacteria
ASV_02742	ASV_02742: Gammaproteobacteria; Endozoicomonas
ASV_02743	ASV_02743: Alphaproteobacteria; Rickettsiales
ASV_02744	ASV_02744: Bacteria
ASV_02745	ASV_02745: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02746	ASV_02746: Bdellovibrionia; Peredibacter
ASV_02747	ASV_02747: Alphaproteobacteria; Halovulum
ASV_02748	ASV_02748: Bacteroidia; Bacteroidetes BD2-2
ASV_02749	ASV_02749: Polyangia; BIrii41
ASV_02750	ASV_02750: Gammaproteobacteria; Photobacterium
ASV_02751	ASV_02751: Gammaproteobacteria; Enterobacterales
ASV_02752	ASV_02752: Bacteroidia; Saprospira
ASV_02753	ASV_02753: Alphaproteobacteria; Rhodobacteraceae
ASV_02754	ASV_02754: Bacteria
ASV_02755	ASV_02755: Bacteroidia; NS5 marine group
ASV_02756	ASV_02756: Bdellovibrionia; Bacteriovoracaceae
ASV_02757	ASV_02757: Campylobacteria; Sulfurimonas
ASV_02758	ASV_02758: Bacteria; Margulisbacteria
ASV_02759	ASV_02759: Nanoarchaeia; Woesearchaeales
ASV_02760	ASV_02760: Gammaproteobacteria; Enterobacterales
ASV_02761	ASV_02761: Bacteroidia; Aquibacter
ASV_02762	ASV_02762: Gammaproteobacteria; Halioglobus
ASV_02763	ASV_02763: Gammaproteobacteria; Vibrionaceae
ASV_02764	ASV_02764: Gammaproteobacteria; Thiotrichaceae
ASV_02766	ASV_02766: Bacteroidia; Algitalea
ASV_02767	ASV_02767: Bacteroidia; Aureitalea
ASV_02769	ASV_02769: Gammaproteobacteria; BD1-7 clade
ASV_02770	ASV_02770: Bacteria; Proteobacteria
ASV_02773	ASV_02773: Alphaproteobacteria; Candidatus Megaira
ASV_02774	ASV_02774: Oligoflexia; Oligoflexaceae
ASV_02776	ASV_02776: Proteobacteria; Alphaproteobacteria
ASV_02777	ASV_02777: Verrucomicrobiae; DEV007
ASV_02778	ASV_02778: Bacteria; SAR324 clade(Marine group B)
ASV_02779	ASV_02779: Nanoarchaeia; GW2011_GWC1_47_15
ASV_02780	ASV_02780: Nanoarchaeia; Woesearchaeales
ASV_02781	ASV_02781: Proteobacteria; Gammaproteobacteria
ASV_02782	ASV_02782: Bacteria; Patescibacteria
ASV_02783	ASV_02783: Proteobacteria; Gammaproteobacteria
ASV_02784	ASV_02784: Verrucomicrobiae; DEV007
ASV_02785	ASV_02785: Anaerolineae; Caldilineaceae
ASV_02786	ASV_02786: Verrucomicrobiae; Rubritalea
ASV_02787	ASV_02787: Alphaproteobacteria; Altererythrobacter
ASV_02788	ASV_02788: Phycisphaerae; SM23-30
ASV_02789	ASV_02789: Myxococcia; P3OB-42
ASV_02790	ASV_02790: Alphaproteobacteria; SAR116 clade
ASV_02791	ASV_02791: Clostridia; Clostridia vadinBB60 group
ASV_02792	ASV_02792: Bacteroidia; Bacteroidales
ASV_02793	ASV_02793: Gammaproteobacteria; Endozoicomonas
ASV_02794	ASV_02794: Nanoarchaeia; Woesearchaeales
ASV_02795	ASV_02795: Proteobacteria; Gammaproteobacteria
ASV_02796	ASV_02796: Omnitrophia; Candidatus Omnitrophus
ASV_02797	ASV_02797: Bacteria
ASV_02798	ASV_02798: Alphaproteobacteria; Rhodobacteraceae
ASV_02799	ASV_02799: Gammaproteobacteria; Cellvibrionaceae
ASV_02800	ASV_02800: Bacteroidia; Cyclobacteriaceae
ASV_02801	ASV_02801: Gammaproteobacteria; Enterobacterales
ASV_02802	ASV_02802: Bacteria; Margulisbacteria
ASV_02803	ASV_02803: Gammaproteobacteria; Coxiella
ASV_02805	ASV_02805: Verrucomicrobiae; Rubritalea
ASV_02806	ASV_02806: Alphaproteobacteria; Kordiimonas
ASV_02807	ASV_02807: Nanoarchaeia; Woesearchaeales
ASV_02808	ASV_02808: Nanoarchaeia; Woesearchaeales
ASV_02809	ASV_02809: Gammaproteobacteria; Photobacterium
ASV_02810	ASV_02810: Alphaproteobacteria; Hoeflea
ASV_02811	ASV_02811: Alphaproteobacteria; Rhodobacteraceae
ASV_02812	ASV_02812: Proteobacteria; Gammaproteobacteria
ASV_02813	ASV_02813: Alphaproteobacteria; Micavibrionaceae
ASV_02814	ASV_02814: Gammaproteobacteria; Halieaceae
ASV_02815	ASV_02815: Proteobacteria; Alphaproteobacteria
ASV_02816	ASV_02816: Gracilibacteria; Absconditabacteriales (SR1)
ASV_02819	ASV_02819: Alphaproteobacteria; Erythrobacter
ASV_02820	ASV_02820: Gammaproteobacteria; Endozoicomonas
ASV_02821	ASV_02821: Desulfuromonadia; PB19
ASV_02822	ASV_02822: Gammaproteobacteria; EV818SWSAP88
ASV_02823	ASV_02823: Nanoarchaeia; Woesearchaeales
ASV_02824	ASV_02824: Nanoarchaeia; Woesearchaeales
ASV_02825	ASV_02825: Bacteria; Margulisbacteria
ASV_02826	ASV_02826: Bacteria; Proteobacteria
ASV_02827	ASV_02827: Proteobacteria; Gammaproteobacteria
ASV_02830	ASV_02830: Bacteria
ASV_02831	ASV_02831: Bacteroidia; Saprospiraceae
ASV_02832	ASV_02832: Alphaproteobacteria; Micavibrionaceae
ASV_02833	ASV_02833: Verrucomicrobiae; Akkermansia
ASV_02834	ASV_02834: Rhodothermia; Balneola
ASV_02835	ASV_02835: Bdellovibrionia; Halobacteriovorax
ASV_02836	ASV_02836: Gammaproteobacteria; Coxiella
ASV_02837	ASV_02837: Gammaproteobacteria; Endozoicomonas
ASV_02838	ASV_02838: Alphaproteobacteria; Sulfitobacter
ASV_02839	ASV_02839: Alphaproteobacteria; SAR116 clade
ASV_02840	ASV_02840: Alphaproteobacteria; Methyloligellaceae
ASV_02842	ASV_02842: Nanoarchaeia; Woesearchaeales
ASV_02843	ASV_02843: Proteobacteria; Gammaproteobacteria
ASV_02844	ASV_02844: Bacteria; Marinimicrobia (SAR406 clade)
ASV_02845	ASV_02845: Proteobacteria; Alphaproteobacteria
ASV_02846	ASV_02846: Desulfobacteria; Sva0081 sediment group
ASV_02847	ASV_02847: Omnitrophia; Candidatus Omnitrophus
ASV_02848	ASV_02848: Proteobacteria; Alphaproteobacteria
ASV_02849	ASV_02849: Gammaproteobacteria; Oceanospirillum
ASV_02850	ASV_02850: Bacilli; Candidatus Hepatoplasma
ASV_02851	ASV_02851: Gammaproteobacteria; Candidatus Thiobios
ASV_02852	ASV_02852: Nanoarchaeia; Woesearchaeales
ASV_02853	ASV_02853: Verrucomicrobiota; Kiritimatiellae
ASV_02854	ASV_02854: Nanoarchaeia; Woesearchaeales
ASV_02855	ASV_02855: Nanoarchaeia; Woesearchaeales
ASV_02856	ASV_02856: Nanoarchaeia; Woesearchaeales
ASV_02858	ASV_02858: Coriobacteria; Coriobacteriales Incertae Sedis
ASV_02859	ASV_02859: Gammaproteobacteria; Thaumasiovibrio
ASV_02860	ASV_02860: Gammaproteobacteria; Agarilytica
ASV_02861	ASV_02861: Bdellovibrionia; Peredibacter
ASV_02862	ASV_02862: Bacteroidia; Flammeovirga
ASV_02863	ASV_02863: Kiritimatiellae; WCHB1-41
ASV_02864	ASV_02864: Bacteroidia; Winogradskyella
ASV_02865	ASV_02865: Gammaproteobacteria; Candidatus Endobugula
ASV_02868	ASV_02868: Bacteroidota; Bacteroidia
ASV_02869	ASV_02869: Gammaproteobacteria; Pseudomonadales
ASV_02870	ASV_02870: Bdellovibrionia; Bacteriovoracaceae
ASV_02871	ASV_02871: Alphaproteobacteria; Rhodobacteraceae
ASV_02872	ASV_02872: Thermoplasmata; Marine Group II
ASV_02873	ASV_02873: Campylobacteria; Sulfurimonas
ASV_02874	ASV_02874: Phycisphaerae; S-70
ASV_02875	ASV_02875: Bacteria
ASV_02876	ASV_02876: Nanoarchaeia; Woesearchaeales
ASV_02877	ASV_02877: Bacteroidia; Cyclobacteriaceae
ASV_02878	ASV_02878: Gracilibacteria; Absconditabacteriales (SR1)
ASV_02879	ASV_02879: Patescibacteria; Gracilibacteria
ASV_02880	ASV_02880: Gammaproteobacteria; Pasteurellaceae
ASV_02881	ASV_02881: Clostridia; [Eubacterium] coprostanoligenes group
ASV_02882	ASV_02882: Clostridia; Christensenellaceae R-7 group
ASV_02883	ASV_02883: Bacteria; Proteobacteria
