asv_id	NMDS1	NMDS2	taxonomy	Domain	Phylum	Class	Order	Family	Genus	color	abund_0.01_316	sda_asvs_181	sda_abund_asvs_36
ASV_00128	0.6470481932414477	0.11759237972260889	ASV_00128: Alphaproteobacteria; AEGEAN-169 marine group	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	AEGEAN-169 marine group	#FFDEB2	110	100	NA
ASV_00129	0.6460435554338411	0.07350648155288407	ASV_00129: Gammaproteobacteria; Ectothiorhodospiraceae	Bacteria	Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae	#FFD9A7	118	101	NA
ASV_00130	0.5561533417413447	-0.01686997245576984	ASV_00130: Gammaproteobacteria; OM182 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	OM182 clade	OM182 clade	#FF945E	127	102	NA
ASV_00131	-1.2564307887900674	0.25301779379626144	ASV_00131: Alphaproteobacteria; Thalassobius	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	#FF9660	122	103	NA
ASV_00132	0.3757440290866584	0.0942642019571571	ASV_00132: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	128	104	NA
ASV_00133	0.364955419931141	0.01115907727755158	ASV_00133: Alphaproteobacteria; S25-593	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	S25-593	S25-593	#FF633C	124	NA	NA
ASV_00134	0.49769663636608863	0.06001483100557954	ASV_00134: Acidimicrobia; Candidatus Actinomarina	Bacteria	Actinobacteriota	Acidimicrobia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	#14C1FF	126	105	NA
ASV_00136	0.690620762707638	0.03500950217395659	ASV_00136: Bacteria; Marinimicrobia (SAR406 clade)	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	#D27878	121	106	NA
ASV_00138	0.5968430159448682	0.1558083789246994	ASV_00138: Gammaproteobacteria; BD1-7 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	#FF945E	148	107	NA
ASV_00140	0.1977193471363148	0.04595212326095022	ASV_00140: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	133	108	NA
ASV_00141	0.6528726693890758	0.0181939907885626	ASV_00141: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	130	109	NA
ASV_00142	0.549349129156507	0.3976977375365331	ASV_00142: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	106	NA	NA
ASV_00143	0.12309273444748052	0.06103243728511218	ASV_00143: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	132	NA	NA
ASV_00145	0.5646923013825893	0.08001857327642346	ASV_00145: Bacteria; Marinimicrobia (SAR406 clade)	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	#D27878	131	110	NA
ASV_00146	0.47883784565936305	0.10019741770292784	ASV_00146: Gammaproteobacteria; MWH-UniP1 aquatic group	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	MWH-UniP1 aquatic group	#FF8A54	125	111	NA
ASV_00147	-0.2237753845833948	0.155654879983933	ASV_00147: Gammaproteobacteria; Vibrio	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	#FF9861	123	112	NA
ASV_00149	0.4985105721290422	-0.06165664439313618	ASV_00149: Thermoplasmata; Marine Group II	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Marine Group II	Marine Group II	#0CD497	129	NA	NA
ASV_00150	0.5864650234692946	-0.03510898751861824	ASV_00150: Verrucomicrobiae; MB11C04 marine group	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	#00A6E2	135	113	NA
ASV_00151	-0.06262874353413349	0.11054989563060082	ASV_00151: Cyanobacteria; Cyanobium PCC-6307	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	#C1FEB3	142	NA	NA
ASV_00153	0.5752400475069296	-0.02449179738033406	ASV_00153: Gammaproteobacteria; Pseudohongiella	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	#FF945E	139	114	NA
ASV_00154	-0.26019204626502207	0.1204296808466386	ASV_00154: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	136	115	NA
ASV_00155	0.6479568226287661	-0.00260085168172517	ASV_00155: Bacteria; SAR324 clade(Marine group B)	Bacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	#F0D2D2	138	116	NA
ASV_00156	0.49908311627042207	0.06105462920587066	ASV_00156: Gammaproteobacteria; OM60(NOR5) clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	#FF945E	150	NA	NA
ASV_00158	-0.02319449468760177	-0.0775277308172104	ASV_00158: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	140	117	NA
ASV_00159	0.6822233897485029	7.029239550502855e-4	ASV_00159: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	134	NA	NA
ASV_00161	0.5498085979225827	-0.02295646011179577	ASV_00161: Alphaproteobacteria; S25-593	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	S25-593	S25-593	#FF633C	141	118	NA
ASV_00163	0.552179273411782	-0.00828878903023465	ASV_00163: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	146	NA	NA
ASV_00164	-0.6425863452961743	0.155649103263628	ASV_00164: Bacteroidia; Chitinophagales	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales	Chitinophagales	#FFEEDC	145	119	NA
ASV_00165	-1.1662580741646258	0.15222372842184545	ASV_00165: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	137	120	NA
ASV_00167	0.5446937183878903	-0.00926905035128307	ASV_00167: Alphaproteobacteria; S25-593	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	S25-593	S25-593	#FF633C	143	121	NA
ASV_00168	0.08910331297194286	-0.09418811866120096	ASV_00168: Gammaproteobacteria; Litoricola	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	Litoricola	#FF945E	144	NA	NA
ASV_00171	0.5908411046799098	0.01409031503437675	ASV_00171: Alphaproteobacteria; Candidatus Puniceispirillum	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum	#FF8D57	163	NA	NA
ASV_00172	0.6892603659314896	0.00221601789659493	ASV_00172: Alphaproteobacteria; AEGEAN-169 marine group	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	AEGEAN-169 marine group	#FFDEB2	149	NA	NA
ASV_00173	0.11916570566126353	0.1269611077761382	ASV_00173: Cyanobacteria; Synechococcus CC9902	Bacteria	Cyanobacteria	Cyanobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	#C1FEB3	153	NA	NA
ASV_00175	0.6040497111145544	-0.06136617925161507	ASV_00175: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	147	NA	NA
ASV_00176	-0.6918710715936844	-0.15506427992101146	ASV_00176: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	162	NA	NA
ASV_00177	0.5464057993911163	0.15860198100409748	ASV_00177: Gammaproteobacteria; Pseudoalteromonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	#FF9861	175	122	NA
ASV_00178	0.5009552290957905	0.04586023369862732	ASV_00178: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	156	123	NA
ASV_00180	0.5694234777153825	-0.01770024657275518	ASV_00180: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	157	124	NA
ASV_00181	0.3446952658994498	0.08722103789557109	ASV_00181: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	154	NA	NA
ASV_00182	-0.3286225001019558	-0.08015688366612402	ASV_00182: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	161	125	NA
ASV_00185	0.6061160445594664	0.00697074252195684	ASV_00185: Verrucomicrobiae; MB11C04 marine group	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	#00A6E2	167	126	NA
ASV_00187	-0.3885560243120047	0.09268640876735522	ASV_00187: Bacteroidia; Cryomorphaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae	#FFB97C	158	127	NA
ASV_00188	0.4892605693695551	-0.19152627529814056	ASV_00188: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	152	NA	NA
ASV_00190	0.11176820116150038	0.00250800710339316	ASV_00190: Bacteroidia; Cryomorphaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae	#FFB97C	164	NA	NA
ASV_00191	0.2529104008827394	-0.2352928642327077	ASV_00191: Proteobacteria; Alphaproteobacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	#FFF6EA	159	NA	NA
ASV_00192	0.5536094965674421	0.06217400033880963	ASV_00192: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	181	128	NA
ASV_00195	0.3541078306386457	0.14885256874449687	ASV_00195: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	165	NA	NA
ASV_00196	0.7096790358115632	-0.01964943650973455	ASV_00196: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	174	NA	NA
ASV_00197	0.7685286491459995	-0.0372716785002617	ASV_00197: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	160	NA	NA
ASV_00199	-0.5263778713555798	0.09239546251842684	ASV_00199: Bacteroidia; NS9 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NS9 marine group	#FFB97C	193	129	NA
ASV_00200	-2.070029112521596	0.11202265320716008	ASV_00200: Alphaproteobacteria; Rhodobacteraceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	#FF9660	155	NA	NA
ASV_00201	0.4753701254798356	-0.04896693115985509	ASV_00201: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	166	NA	NA
ASV_00202	-0.24021242752406224	0.18011295802128552	ASV_00202: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	169	130	NA
ASV_00203	0.7425240407160696	0.7128024444297522	ASV_00203: Alphaproteobacteria; Caulobacteraceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae	#FFD59F	291	NA	NA
ASV_00205	0.7072556719278096	-0.02867034878448492	ASV_00205: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	186	NA	NA
ASV_00206	0.7500978936728477	-0.01705492350778948	ASV_00206: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	171	NA	NA
ASV_00207	0.442832944959391	0.04016450149276354	ASV_00207: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	172	NA	NA
ASV_00208	0.5984242617868839	-0.135653599984912	ASV_00208: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	173	NA	NA
ASV_00209	0.46159806635520634	-0.01178868871580188	ASV_00209: Kiritimatiellae; R76-B128	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	#009ADB	170	NA	NA
ASV_00210	0.7054854276074086	-0.01929152978017744	ASV_00210: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	182	131	NA
ASV_00211	0.43882876615626415	0.05478180062378039	ASV_00211: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	187	132	NA
ASV_00215	-0.9963907608889446	0.10997029840331853	ASV_00215: Bacteroidia; Saprospiraceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	#FFEEDC	198	133	NA
ASV_00216	0.6972753985232636	-0.00851941793458175	ASV_00216: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	180	134	NA
ASV_00218	0.5410498347601861	0.0476741195223844	ASV_00218: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	184	136	NA
ASV_00221	-1.9652347418812093	0.04217622377448052	ASV_00221: Alphaproteobacteria; Rhodobacteraceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	#FF9660	177	137	NA
ASV_00222	-0.5994841630783074	0.12139763835945988	ASV_00222: Bacteroidia; Saprospiraceae	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae	#FFEEDC	194	138	NA
ASV_00223	0.7357765605167241	0.03686916542188484	ASV_00223: Alphaproteobacteria; AEGEAN-169 marine group	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	AEGEAN-169 marine group	#FFDEB2	176	NA	NA
ASV_00224	-1.6056741354732622	-0.4070563308432787	ASV_00224: Alphaproteobacteria; HIMB11	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	#FF9660	192	NA	NA
ASV_00225	0.5365259230226797	0.09029813828680872	ASV_00225: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	203	NA	NA
ASV_00226	0.7201764195548247	-2.823579555864393e-4	ASV_00226: Gammaproteobacteria; SAR92 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	SAR92 clade	#FF945E	190	NA	NA
ASV_00227	-0.683184164555257	0.15631313383404127	ASV_00227: Gammaproteobacteria; Photobacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	#FF9861	185	139	NA
ASV_00228	0.5381845210754305	0.14095437064236754	ASV_00228: Bacteroidia; NS2b marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b marine group	#FFB97C	196	140	NA
ASV_00229	-0.04297418059925249	0.04414911881630463	ASV_00229: Bacteroidia; Cyclobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae	#FFDAB4	188	141	NA
ASV_00231	-0.15625195319651325	0.471026510216723	ASV_00231: Gammaproteobacteria; Delftia	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	#FF8A54	168	NA	NA
ASV_00232	-0.15922327907521233	-0.17110312222890958	ASV_00232: Alphaproteobacteria; Stappiaceae	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappiaceae	#FF8450	205	NA	NA
ASV_00233	0.6729429522055423	-0.00514060997907451	ASV_00233: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	199	142	NA
ASV_00235	0.6996602946616008	0.01916630811582803	ASV_00235: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	195	143	NA
ASV_00236	0.5708034650736261	0.05407274937589879	ASV_00236: Gammaproteobacteria; Thiotrichaceae	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae	#FFD49C	204	144	NA
ASV_00238	0.17063389779038418	0.0106308926822833	ASV_00238: Bacteroidia; Chitinophagales	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales	Chitinophagales	#FFEEDC	206	NA	NA
ASV_00239	0.6126103642945855	0.02097351314084529	ASV_00239: Alphaproteobacteria; AEGEAN-169 marine group	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	AEGEAN-169 marine group	#FFDEB2	197	NA	NA
ASV_00240	0.03919395149866989	-0.1041819904431198	ASV_00240: Bdellovibrionia; OM27 clade	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	#5247EB	211	145	NA
ASV_00241	0.767285669169043	-0.04055011527515662	ASV_00241: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	213	NA	NA
ASV_00243	-1.3667913220945624	0.17993890667240933	ASV_00243: Bacteroidia; Winogradskyella	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	#FFB97C	202	146	NA
ASV_00245	0.2897259140316614	-0.07633946195147248	ASV_00245: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	201	NA	NA
ASV_00247	0.5506089857997974	-0.04421270503458545	ASV_00247: Bacteria; Marinimicrobia (SAR406 clade)	Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	#D27878	208	NA	NA
ASV_00248	-0.04299978270379891	0.23165866100997537	ASV_00248: Gammaproteobacteria; Pseudomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	#FF945E	178	NA	NA
ASV_00251	-1.4573184697255006	-0.33438863383583367	ASV_00251: Gammaproteobacteria; Alteromonadaceae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonadaceae	#FF9861	191	147	NA
ASV_00252	-1.8685088032334	0.2076141876647479	ASV_00252: Bacteroidia; Flavobacteriaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	#FFB97C	183	148	NA
ASV_00253	0.6990446566616279	-0.01653080065637576	ASV_00253: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	218	NA	NA
ASV_00256	0.2405722394713762	0.4008898140887761	ASV_00256: Gammaproteobacteria; Aquabacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	#FF8A54	179	NA	NA
ASV_00258	0.6595190025624973	0.01034712222518852	ASV_00258: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	207	NA	NA
ASV_00260	-0.4548949731488304	0.10379552379352576	ASV_00260: Bacteroidia; Flavobacteriales	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales	Flavobacteriales	#FFB97C	215	151	NA
ASV_00261	-0.8813406232377246	0.2977463032007366	ASV_00261: Bacteroidia; NS4 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	#FFB97C	231	NA	NA
ASV_00262	0.1115176996786902	-0.07203038966415241	ASV_00262: Gammaproteobacteria; Acinetobacter	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	#FF945E	189	NA	NA
ASV_00263	0.5578119457091758	0.1793514180102427	ASV_00263: Bacteroidia; Cryomorphaceae	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae	#FFB97C	227	NA	NA
ASV_00264	-0.08075223024746239	-0.02511192907984072	ASV_00264: Alphaproteobacteria; Erythrobacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	#FF8752	200	NA	NA
ASV_00266	0.651338645072033	-0.00178865124357188	ASV_00266: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	212	NA	NA
ASV_00269	0.5906348615066791	0.688094204187168	ASV_00269: Gammaproteobacteria; Enterobacterales	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacterales	Enterobacterales	#FF9861	151	NA	NA
ASV_00271	-0.952469364432998	0.12575726289433772	ASV_00271: Gammaproteobacteria; Luminiphilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	#FF945E	209	152	NA
ASV_00272	0.5823553162917395	-0.12071218021812244	ASV_00272: Alphaproteobacteria; S25-593	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	S25-593	S25-593	#FF633C	229	NA	NA
ASV_00274	-1.5461867685891038	-0.14564354427257656	ASV_00274: Gammaproteobacteria; Pseudomonadales	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadales	#FF945E	221	153	NA
ASV_00280	0.7686374833003363	0.00417637125531632	ASV_00280: Gammaproteobacteria; SAR86 clade	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	SAR86 clade	SAR86 clade	#FF945E	210	NA	NA
ASV_00281	0.49259565294108504	-0.05168581515919904	ASV_00281: Alphaproteobacteria; SAR11 Clade Ia	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	#FFDCAD	220	NA	NA
ASV_00282	-1.494730478529792	0.12618448071504404	ASV_00282: Desulfobulbia; Desulfocapsaceae	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsaceae	#007D45	216	156	NA
ASV_00283	-1.7786391984745498	0.1413871313904553	ASV_00283: Gammaproteobacteria; Photobacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	#FF9861	214	157	NA
ASV_00289	-0.8249626885957401	-0.19398378726286392	ASV_00289: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	217	NA	NA
ASV_00291	0.6651759288563	-0.04331508069638062	ASV_00291: Alphaproteobacteria; SAR11 Clade II	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade II	Clade II	#FFDCAD	223	NA	NA
ASV_00292	0.265647350170619	-0.23555558061352197	ASV_00292: Thermoplasmata; Marine Group II	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Marine Group II	Marine Group II	#0CD497	224	NA	NA
ASV_00294	-0.31023047417805794	0.11372275220802278	ASV_00294: Rhodothermia; Balneola	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	#FFB879	233	NA	NA
ASV_00295	-1.201087080488935	0.2987163400222003	ASV_00295: Bacteroidia; NS5 marine group	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	#FFB97C	222	NA	NA
ASV_00298	0.7566737203260229	-0.00190126192070851	ASV_00298: Alphaproteobacteria; SAR11 Clade IV	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade IV	Clade IV	#FFDCAD	226	NA	NA
ASV_00300	-1.9454658129443403	0.2047490395865171	ASV_00300: Actinobacteria; Candidatus Aquiluna	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	#00ACF9	219	158	NA
ASV_00302	0.506872695257758	0.0863477962427019	ASV_00302: Alphaproteobacteria; SAR11 Clade III	Bacteria	Pseudomonadota	Alphaproteobacteria	SAR11 clade	Clade III	Clade III	#FFDCAD	230	NA	NA
ASV_00311	0.5337343542900447	-0.312983191153412	ASV_00311: Thermoplasmata; Marine Group II	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Marine Group II	Marine Group II	#0CD497	236	NA	NA
ASV_00313	-0.17005029640416774	0.09783193669768946	ASV_00313: Planctomycetes; Pirellulaceae	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae	#FF7F5D	245	159	NA
ASV_00314	0.21865814280504509	-0.01600634641265104	ASV_00314: Bacteria; Proteobacteria	Bacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	#FFFFCC	240	NA	NA
ASV_00315	0.5000548722139605	-0.16573982668488407	ASV_00315: Alphaproteobacteria; SAR116 clade	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	SAR116 clade	SAR116 clade	#FF8D57	248	NA	NA
