setome	set_label	sample_id	dispersion	metab_deriv_label	sample_type	sampling_date	sampling_time	sampling_day	site	grouping
metabolome	all	Metab_237	0.34115276715611215	CINAR_BC_37	seawater	20210123	dawn	Day2	LB_seagrass	all
metabolome	all	Metab_240	0.34258515044835136	CINAR_BC_41	seawater	20210123	dawn	Day2	LB_seagrass	all
metabolome	all	Metab_219	0.3571825007485444	CINAR_BC_81B	seawater	20210123	dawn	Day2	LB_seagrass	all
metabolome	all	Metab_318	0.328991375921299	CINAR_BC_110	seawater	20210126	dawn	Day5	LB_seagrass	all
metabolome	all	Metab_272	0.3686771143350241	CINAR_BC_57	seawater	20210124	dawn	Day3	LB_seagrass	all
metabolome	all	Metab_287	0.34541307048632003	CINAR_BC_54	seawater	20210124	dawn	Day3	LB_seagrass	all
metabolome	all	Metab_282	0.34725500196075415	CINAR_BC_100	seawater	20210125	peak_photo	Day4	LB_seagrass	all
metabolome	all	Metab_273	0.35704877135066093	CINAR_BC_99	seawater	20210125	peak_photo	Day4	LB_seagrass	all
metabolome	all	Metab_286	0.34680906788344823	CINAR_BC_70	seawater	20210124	peak_photo	Day3	LB_seagrass	all
metabolome	all	Metab_189	0.3247950215532515	CINAR_BC_52	seawater	20210123	peak_photo	Day2	LB_seagrass	all
metabolome	all	Metab_279	0.34987175414092797	CINAR_BC_95	seawater	20210125	peak_photo	Day4	LB_seagrass	all
metabolome	all	Metab_329	0.33385300538272644	CINAR_BC_119	seawater	20210126	peak_photo	Day5	LB_seagrass	all
metabolome	all	Metab_233	0.35282882413592026	CINAR_BC_49	seawater	20210123	peak_photo	Day2	LB_seagrass	all
metabolome	all	Metab_326	0.3715122217206256	CINAR_BC_117	seawater	20210126	peak_photo	Day5	LB_seagrass	all
metabolome	all	Metab_289	0.3329921828670507	CINAR_BC_74	seawater	20210124	peak_photo	Day3	LB_seagrass	all
metabolome	all	Metab_183	0.3373651285918988	CINAR_BC_48	seawater	20210123	peak_photo	Day2	LB_seagrass	all
metabolome	all	Metab_332	0.35527729762896226	CINAR_BC_120	seawater	20210126	peak_photo	Day5	LB_seagrass	all
metabolome	all	Metab_306	0.3260819141211763	CINAR_BC_111	seawater	20210126	dawn	Day5	Yawzi	all
metabolome	all	Metab_327	0.3606221393840457	CINAR_BC_102	seawater	20210126	dawn	Day5	Yawzi	all
metabolome	all	Metab_325	0.31638416917836143	CINAR_BC_86	seawater	20210125	dawn	Day4	Yawzi	all
metabolome	all	Metab_292	0.3425578437193487	CINAR_BC_61	seawater	20210124	dawn	Day3	Yawzi	all
metabolome	all	Metab_228	0.3098991617525195	CINAR_BC_39	seawater	20210123	dawn	Day2	Yawzi	all
metabolome	all	Metab_303	0.32693746639102955	CINAR_BC_107	seawater	20210126	dawn	Day5	Yawzi	all
metabolome	all	Metab_295	0.32267579683964476	CINAR_BC_55	seawater	20210124	dawn	Day3	Yawzi	all
metabolome	all	Metab_225	0.3077552462854262	CINAR_BC_78	seawater	20210123	dawn	Day2	Yawzi	all
metabolome	all	Metab_331	0.3206063718081691	CINAR_BC_82	seawater	20210125	dawn	Day4	Yawzi	all
metabolome	all	Metab_228	0.31410611199761324	CINAR_BC_40	seawater	20210123	dawn	Day2	Yawzi	all
metabolome	all	Metab_313	0.3163206337358536	CINAR_BC_80	seawater	20210125	dawn	Day4	Yawzi	all
metabolome	all	Metab_284	0.3335815336058171	CINAR_BC_53	seawater	20210124	dawn	Day3	Yawzi	all
metabolome	all	Metab_222	0.3666374026433971	CINAR_BC_76	seawater	20210123	dawn	Day2	Yawzi	all
metabolome	all	Metab_239	0.3168798822574697	CINAR_BC_45	seawater	20210123	peak_photo	Day2	Yawzi	all
metabolome	all	Metab_274	0.3744223982527152	CINAR_BC_69	seawater	20210124	peak_photo	Day3	Yawzi	all
metabolome	all	Metab_269	0.34676609014551235	CINAR_BC_71	seawater	20210124	peak_photo	Day3	Yawzi	all
metabolome	all	Metab_186	0.31791988082193223	CINAR_BC_50	seawater	20210123	peak_photo	Day2	Yawzi	all
metabolome	all	Metab_271	0.39423969581502216	CINAR_BC_67	seawater	20210124	peak_photo	Day3	Yawzi	all
metabolome	all	Metab_323	0.4083826835470713	CINAR_BC_118	seawater	20210126	peak_photo	Day5	Yawzi	all
metabolome	all	Metab_308	0.3916794413218734	CINAR_BC_113	seawater	20210126	peak_photo	Day5	Yawzi	all
metabolome	all	Metab_285	0.30493095504427203	CINAR_BC_96	seawater	20210125	peak_photo	Day4	Yawzi	all
metabolome	all	Metab_267	0.4239496944715086	CINAR_BC_97	seawater	20210125	peak_photo	Day4	Yawzi	all
metabolome	all	Metab_276	0.3235823859586555	CINAR_BC_91	seawater	20210125	peak_photo	Day4	Yawzi	all
metabolome	all	Metab_317	0.33506999153629313	CINAR_BC_114	seawater	20210126	peak_photo	Day5	Yawzi	all
metabolome	all	Metab_230	0.4248078969942379	CINAR_BC_46	seawater	20210123	peak_photo	Day2	Yawzi	all
metabolome	all	Metab_234	0.37461474418603624	CINAR_BC_77	seawater	20210123	dawn	Day2	Tektite	all
metabolome	all	Metab_312	0.3614011342416172	CINAR_BC_101	seawater	20210126	dawn	Day5	Tektite	all
metabolome	all	Metab_316	0.3372962008062087	CINAR_BC_84	seawater	20210125	dawn	Day4	Tektite	all
metabolome	all	Metab_322	0.3562877073353852	CINAR_BC_75	seawater	20210125	dawn	Day4	Tektite	all
metabolome	all	Metab_241	0.46535440699416075	CINAR_BC_79	seawater	20210123	dawn	Day2	Tektite	all
metabolome	all	Metab_321	0.34902664083233725	CINAR_BC_105	seawater	20210126	dawn	Day5	Tektite	all
metabolome	all	Metab_315	0.32911240933003677	CINAR_BC_108	seawater	20210126	dawn	Day5	Tektite	all
metabolome	all	Metab_275	0.39347632479499123	CINAR_BC_62	seawater	20210124	dawn	Day3	Tektite	all
metabolome	all	Metab_231	0.3872153370168272	CINAR_BC_36	seawater	20210123	dawn	Day2	Tektite	all
metabolome	all	Metab_278	0.31820771561768096	CINAR_BC_60	seawater	20210124	dawn	Day3	Tektite	all
metabolome	all	Metab_290	0.43608178656602836	CINAR_BC_56	seawater	20210124	dawn	Day3	Tektite	all
metabolome	all	Metab_319	0.3501897050442639	CINAR_BC_81A	seawater	20210125	dawn	Day4	Tektite	all
metabolome	all	Metab_270	0.44884839742554467	CINAR_BC_98	seawater	20210125	peak_photo	Day4	Tektite	all
metabolome	all	Metab_264	0.3416453385777762	CINAR_BC_90	seawater	20210125	peak_photo	Day4	Tektite	all
metabolome	all	Metab_266	0.39220018233134224	CINAR_BC_72	seawater	20210124	peak_photo	Day3	Tektite	all
metabolome	all	Metab_261	0.3187545541851304	CINAR_BC_93	seawater	20210125	peak_photo	Day4	Tektite	all
metabolome	all	Metab_224	0.33701836421045384	CINAR_BC_42	seawater	20210123	peak_photo	Day2	Tektite	all
metabolome	all	Metab_236	0.3381312194737176	CINAR_BC_43	seawater	20210123	peak_photo	Day2	Tektite	all
metabolome	all	Metab_283	0.35194453848810814	CINAR_BC_68	seawater	20210124	peak_photo	Day3	Tektite	all
metabolome	all	Metab_277	0.34023627993832356	CINAR_BC_66	seawater	20210124	peak_photo	Day3	Tektite	all
metabolome	all	Metab_314	0.31835099622097013	CINAR_BC_116	seawater	20210126	peak_photo	Day5	Tektite	all
metabolome	all	Metab_311	0.35660610950980526	CINAR_BC_115	seawater	20210126	peak_photo	Day5	Tektite	all
metabolome	all	Metab_320	0.3513965296508872	CINAR_BC_112	seawater	20210126	peak_photo	Day5	Tektite	all
metabolome	all	Metab_277	0.33965796211655125	CINAR_BC_65	seawater	20210124	peak_photo	Day3	Tektite	all
metabolome	all	Metab_227	0.3489462016276199	CINAR_BC_44	seawater	20210123	peak_photo	Day2	Tektite	all
metabolome	LB_seagrass.daily	Metab_337	0.0999343799444531	CINAR_BC_85	seawater	20210125	dawn	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_328	0.10150432095810638	CINAR_BC_88	seawater	20210125	dawn	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_324	0.09878178200309179	CINAR_BC_103	seawater	20210126	dawn	Day5	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_281	0.10478925460954047	CINAR_BC_63	seawater	20210124	dawn	Day3	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_334	0.09101810723620006	CINAR_BC_83	seawater	20210125	dawn	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_309	0.21964050949943695	CINAR_BC_109	seawater	20210126	dawn	Day5	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_237	0.07731377759878298	CINAR_BC_37	seawater	20210123	dawn	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_240	0.09039398052999771	CINAR_BC_41	seawater	20210123	dawn	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_219	0.10527474210030034	CINAR_BC_81B	seawater	20210123	dawn	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_318	0.1691739926070441	CINAR_BC_110	seawater	20210126	dawn	Day5	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_272	0.10084385209549372	CINAR_BC_57	seawater	20210124	dawn	Day3	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_287	0.0700672768484821	CINAR_BC_54	seawater	20210124	dawn	Day3	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_282	0.13493658512853418	CINAR_BC_100	seawater	20210125	peak_photo	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_273	0.11883375245003898	CINAR_BC_99	seawater	20210125	peak_photo	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_286	0.07531574160335065	CINAR_BC_70	seawater	20210124	peak_photo	Day3	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_189	0.08739600310480654	CINAR_BC_52	seawater	20210123	peak_photo	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_279	0.1326790361862126	CINAR_BC_95	seawater	20210125	peak_photo	Day4	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_329	0.10770026541874347	CINAR_BC_119	seawater	20210126	peak_photo	Day5	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_233	0.10275637329424567	CINAR_BC_49	seawater	20210123	peak_photo	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_326	0.19241064118020884	CINAR_BC_117	seawater	20210126	peak_photo	Day5	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_289	0.10539054389419111	CINAR_BC_74	seawater	20210124	peak_photo	Day3	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_183	0.10260648377463978	CINAR_BC_48	seawater	20210123	peak_photo	Day2	LB_seagrass	site
metabolome	LB_seagrass.daily	Metab_332	0.13108883451116643	CINAR_BC_120	seawater	20210126	peak_photo	Day5	LB_seagrass	site
metabolome	Yawzi.daily	Metab_306	0.15559135226338164	CINAR_BC_111	seawater	20210126	dawn	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_327	0.24303260907011587	CINAR_BC_102	seawater	20210126	dawn	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_325	0.13641257679393018	CINAR_BC_86	seawater	20210125	dawn	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_292	0.17869702063784504	CINAR_BC_61	seawater	20210124	dawn	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_228	0.14249945068524084	CINAR_BC_39	seawater	20210123	dawn	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_303	0.14440444987845039	CINAR_BC_107	seawater	20210126	dawn	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_295	0.17111267237682593	CINAR_BC_55	seawater	20210124	dawn	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_225	0.13900395032503646	CINAR_BC_78	seawater	20210123	dawn	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_331	0.14292131898638918	CINAR_BC_82	seawater	20210125	dawn	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_228	0.1434901019298911	CINAR_BC_40	seawater	20210123	dawn	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_313	0.14241024832055194	CINAR_BC_80	seawater	20210125	dawn	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_284	0.16608528750990867	CINAR_BC_53	seawater	20210124	dawn	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_222	0.262467067991864	CINAR_BC_76	seawater	20210123	dawn	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_239	0.14099506976196402	CINAR_BC_45	seawater	20210123	peak_photo	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_274	0.2742764176137973	CINAR_BC_69	seawater	20210124	peak_photo	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_269	0.1765325288594899	CINAR_BC_71	seawater	20210124	peak_photo	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_186	0.14532544679892387	CINAR_BC_50	seawater	20210123	peak_photo	Day2	Yawzi	site
metabolome	Yawzi.daily	Metab_271	0.2979712597709479	CINAR_BC_67	seawater	20210124	peak_photo	Day3	Yawzi	site
metabolome	Yawzi.daily	Metab_323	0.3150951700748392	CINAR_BC_118	seawater	20210126	peak_photo	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_308	0.29454174900817387	CINAR_BC_113	seawater	20210126	peak_photo	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_285	0.1545707683489971	CINAR_BC_96	seawater	20210125	peak_photo	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_267	0.3334011058344306	CINAR_BC_97	seawater	20210125	peak_photo	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_276	0.15918175786973177	CINAR_BC_91	seawater	20210125	peak_photo	Day4	Yawzi	site
metabolome	Yawzi.daily	Metab_317	0.1864515211962763	CINAR_BC_114	seawater	20210126	peak_photo	Day5	Yawzi	site
metabolome	Yawzi.daily	Metab_230	0.3084139125872757	CINAR_BC_46	seawater	20210123	peak_photo	Day2	Yawzi	site
metabolome	Tektite.daily	Metab_234	0.2400191138497964	CINAR_BC_77	seawater	20210123	dawn	Day2	Tektite	site
metabolome	Tektite.daily	Metab_312	0.2264073935133374	CINAR_BC_101	seawater	20210126	dawn	Day5	Tektite	site
metabolome	Tektite.daily	Metab_316	0.22252442607846434	CINAR_BC_84	seawater	20210125	dawn	Day4	Tektite	site
metabolome	Tektite.daily	Metab_322	0.20994697460929382	CINAR_BC_75	seawater	20210125	dawn	Day4	Tektite	site
metabolome	Tektite.daily	Metab_241	0.36101594203478304	CINAR_BC_79	seawater	20210123	dawn	Day2	Tektite	site
metabolome	Tektite.daily	Metab_321	0.2638414747713448	CINAR_BC_105	seawater	20210126	dawn	Day5	Tektite	site
metabolome	Tektite.daily	Metab_315	0.23485528003554526	CINAR_BC_108	seawater	20210126	dawn	Day5	Tektite	site
metabolome	Tektite.daily	Metab_275	0.28377063328320756	CINAR_BC_62	seawater	20210124	dawn	Day3	Tektite	site
metabolome	Tektite.daily	Metab_231	0.33011603698349107	CINAR_BC_36	seawater	20210123	dawn	Day2	Tektite	site
metabolome	Tektite.daily	Metab_278	0.19093570035636495	CINAR_BC_60	seawater	20210124	dawn	Day3	Tektite	site
metabolome	Tektite.daily	Metab_290	0.3928629588865717	CINAR_BC_56	seawater	20210124	dawn	Day3	Tektite	site
metabolome	Tektite.daily	Metab_319	0.2098508260194674	CINAR_BC_81A	seawater	20210125	dawn	Day4	Tektite	site
metabolome	Tektite.daily	Metab_270	0.3539291462018306	CINAR_BC_98	seawater	20210125	peak_photo	Day4	Tektite	site
metabolome	Tektite.daily	Metab_264	0.19574078072211962	CINAR_BC_90	seawater	20210125	peak_photo	Day4	Tektite	site
metabolome	Tektite.daily	Metab_266	0.2545213521649639	CINAR_BC_72	seawater	20210124	peak_photo	Day3	Tektite	site
metabolome	Tektite.daily	Metab_261	0.22045067353233863	CINAR_BC_93	seawater	20210125	peak_photo	Day4	Tektite	site
metabolome	Tektite.daily	Metab_224	0.2354788953366125	CINAR_BC_42	seawater	20210123	peak_photo	Day2	Tektite	site
metabolome	Tektite.daily	Metab_236	0.276999145978104	CINAR_BC_43	seawater	20210123	peak_photo	Day2	Tektite	site
metabolome	Tektite.daily	Metab_283	0.21640181644467726	CINAR_BC_68	seawater	20210124	peak_photo	Day3	Tektite	site
metabolome	Tektite.daily	Metab_277	0.2579076554527153	CINAR_BC_66	seawater	20210124	peak_photo	Day3	Tektite	site
metabolome	Tektite.daily	Metab_314	0.2192774969214592	CINAR_BC_116	seawater	20210126	peak_photo	Day5	Tektite	site
metabolome	Tektite.daily	Metab_311	0.213446336434475	CINAR_BC_115	seawater	20210126	peak_photo	Day5	Tektite	site
metabolome	Tektite.daily	Metab_320	0.28180342329730107	CINAR_BC_112	seawater	20210126	peak_photo	Day5	Tektite	site
metabolome	Tektite.daily	Metab_277	0.26099691936159597	CINAR_BC_65	seawater	20210124	peak_photo	Day3	Tektite	site
metabolome	Tektite.daily	Metab_227	0.28324963024024685	CINAR_BC_44	seawater	20210123	peak_photo	Day2	Tektite	site
metabolome	LB_seagrass.dawn	Metab_337	0.07355445842506042	CINAR_BC_85	seawater	20210125	dawn	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_328	0.0781460538656506	CINAR_BC_88	seawater	20210125	dawn	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_324	0.0793171483430159	CINAR_BC_103	seawater	20210126	dawn	Day5	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_281	0.10007303033175373	CINAR_BC_63	seawater	20210124	dawn	Day3	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_334	0.07895633687116478	CINAR_BC_83	seawater	20210125	dawn	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_309	0.2095022593408019	CINAR_BC_109	seawater	20210126	dawn	Day5	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_237	0.05529983321782877	CINAR_BC_37	seawater	20210123	dawn	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_240	0.06629750508545139	CINAR_BC_41	seawater	20210123	dawn	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_219	0.08450401420385026	CINAR_BC_81B	seawater	20210123	dawn	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_318	0.1585964526948923	CINAR_BC_110	seawater	20210126	dawn	Day5	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_272	0.07560082556791878	CINAR_BC_57	seawater	20210124	dawn	Day3	LB_seagrass	site.time
metabolome	LB_seagrass.dawn	Metab_287	0.05770911089273694	CINAR_BC_54	seawater	20210124	dawn	Day3	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_282	0.10450844973855704	CINAR_BC_100	seawater	20210125	peak_photo	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_273	0.09055083673548057	CINAR_BC_99	seawater	20210125	peak_photo	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_286	0.0490241697729226	CINAR_BC_70	seawater	20210124	peak_photo	Day3	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_189	0.05766670838412473	CINAR_BC_52	seawater	20210123	peak_photo	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_279	0.11825123079991248	CINAR_BC_95	seawater	20210125	peak_photo	Day4	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_329	0.08975417734425374	CINAR_BC_119	seawater	20210126	peak_photo	Day5	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_233	0.0721568553038957	CINAR_BC_49	seawater	20210123	peak_photo	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_326	0.18648261305754338	CINAR_BC_117	seawater	20210126	peak_photo	Day5	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_289	0.09915472447272725	CINAR_BC_74	seawater	20210124	peak_photo	Day3	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_183	0.06691028853372151	CINAR_BC_48	seawater	20210123	peak_photo	Day2	LB_seagrass	site.time
metabolome	LB_seagrass.peak_photo	Metab_332	0.10097348927831404	CINAR_BC_120	seawater	20210126	peak_photo	Day5	LB_seagrass	site.time
metabolome	Yawzi.dawn	Metab_306	0.08322010097507325	CINAR_BC_111	seawater	20210126	dawn	Day5	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_327	0.24375661488662548	CINAR_BC_102	seawater	20210126	dawn	Day5	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_325	0.051279772354613236	CINAR_BC_86	seawater	20210125	dawn	Day4	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_292	0.10678885802265305	CINAR_BC_61	seawater	20210124	dawn	Day3	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_228	0.07012432720028818	CINAR_BC_39	seawater	20210123	dawn	Day2	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_303	0.06561370534378187	CINAR_BC_107	seawater	20210126	dawn	Day5	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_295	0.09626957781414401	CINAR_BC_55	seawater	20210124	dawn	Day3	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_225	0.07715084543820325	CINAR_BC_78	seawater	20210123	dawn	Day2	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_331	0.0600190643729147	CINAR_BC_82	seawater	20210125	dawn	Day4	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_228	0.05992060446284991	CINAR_BC_40	seawater	20210123	dawn	Day2	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_313	0.07187882372862142	CINAR_BC_80	seawater	20210125	dawn	Day4	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_284	0.08592427440211907	CINAR_BC_53	seawater	20210124	dawn	Day3	Yawzi	site.time
metabolome	Yawzi.dawn	Metab_222	0.2648878842112077	CINAR_BC_76	seawater	20210123	dawn	Day2	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_239	0.14745791657706928	CINAR_BC_45	seawater	20210123	peak_photo	Day2	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_274	0.31195909846278397	CINAR_BC_69	seawater	20210124	peak_photo	Day3	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_269	0.19951275337637253	CINAR_BC_71	seawater	20210124	peak_photo	Day3	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_186	0.15194403387358016	CINAR_BC_50	seawater	20210123	peak_photo	Day2	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_271	0.3352893449803098	CINAR_BC_67	seawater	20210124	peak_photo	Day3	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_323	0.2624580434794516	CINAR_BC_118	seawater	20210126	peak_photo	Day5	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_308	0.24593211297075762	CINAR_BC_113	seawater	20210126	peak_photo	Day5	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_285	0.14957914465060512	CINAR_BC_96	seawater	20210125	peak_photo	Day4	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_267	0.28195458674372964	CINAR_BC_97	seawater	20210125	peak_photo	Day4	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_276	0.13251291768529083	CINAR_BC_91	seawater	20210125	peak_photo	Day4	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_317	0.1499651551088957	CINAR_BC_114	seawater	20210126	peak_photo	Day5	Yawzi	site.time
metabolome	Yawzi.peak_photo	Metab_230	0.2596765572669687	CINAR_BC_46	seawater	20210123	peak_photo	Day2	Yawzi	site.time
metabolome	Tektite.dawn	Metab_234	0.14119244852946689	CINAR_BC_77	seawater	20210123	dawn	Day2	Tektite	site.time
metabolome	Tektite.dawn	Metab_312	0.1291356879754445	CINAR_BC_101	seawater	20210126	dawn	Day5	Tektite	site.time
metabolome	Tektite.dawn	Metab_316	0.14202097793636362	CINAR_BC_84	seawater	20210125	dawn	Day4	Tektite	site.time
metabolome	Tektite.dawn	Metab_322	0.12025432822432029	CINAR_BC_75	seawater	20210125	dawn	Day4	Tektite	site.time
metabolome	Tektite.dawn	Metab_241	0.27825208908805166	CINAR_BC_79	seawater	20210123	dawn	Day2	Tektite	site.time
metabolome	Tektite.dawn	Metab_321	0.21233453402886013	CINAR_BC_105	seawater	20210126	dawn	Day5	Tektite	site.time
metabolome	Tektite.dawn	Metab_315	0.2391149202406318	CINAR_BC_108	seawater	20210126	dawn	Day5	Tektite	site.time
metabolome	Tektite.dawn	Metab_275	0.19073184889393968	CINAR_BC_62	seawater	20210124	dawn	Day3	Tektite	site.time
metabolome	Tektite.dawn	Metab_231	0.3579947411219602	CINAR_BC_36	seawater	20210123	dawn	Day2	Tektite	site.time
metabolome	Tektite.dawn	Metab_278	0.11396530492943159	CINAR_BC_60	seawater	20210124	dawn	Day3	Tektite	site.time
metabolome	Tektite.dawn	Metab_290	0.4134838014814997	CINAR_BC_56	seawater	20210124	dawn	Day3	Tektite	site.time
metabolome	Tektite.dawn	Metab_319	0.11171400186020856	CINAR_BC_81A	seawater	20210125	dawn	Day4	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_270	0.38974468982239713	CINAR_BC_98	seawater	20210125	peak_photo	Day4	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_264	0.17855018959467728	CINAR_BC_90	seawater	20210125	peak_photo	Day4	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_266	0.2743448425684646	CINAR_BC_72	seawater	20210124	peak_photo	Day3	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_261	0.14120848637085792	CINAR_BC_93	seawater	20210125	peak_photo	Day4	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_224	0.16012054035003523	CINAR_BC_42	seawater	20210123	peak_photo	Day2	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_236	0.2236386205746096	CINAR_BC_43	seawater	20210123	peak_photo	Day2	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_283	0.23016108630605628	CINAR_BC_68	seawater	20210124	peak_photo	Day3	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_277	0.17676100490347293	CINAR_BC_66	seawater	20210124	peak_photo	Day3	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_314	0.14870084085749946	CINAR_BC_116	seawater	20210126	peak_photo	Day5	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_311	0.21304820772150174	CINAR_BC_115	seawater	20210126	peak_photo	Day5	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_320	0.19812020359901836	CINAR_BC_112	seawater	20210126	peak_photo	Day5	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_277	0.17878237145160433	CINAR_BC_65	seawater	20210124	peak_photo	Day3	Tektite	site.time
metabolome	Tektite.peak_photo	Metab_227	0.2030341094094347	CINAR_BC_44	seawater	20210123	peak_photo	Day2	Tektite	site.time
