contrast	hold	variable	asv_id	p_val	p_fdr	test	q_cutoff	p_adj	taxon_resolution
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00334	0.03510191518879619	0.1385601915347218	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00334	0.30538165695273367	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00336	0.2496129017865395	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00336	0.9674469953830286	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00336	0.213386844297486	0.4195808736186522	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00336	0.4341463336425353	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00336	0.5615931968804432	0.8617798417602709	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00336	0.4643274287211078	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00337	0.1901640288960288	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00337	0.27509200493950003	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00337	1.8148589761076756e-4	0.001270401283275373	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00337	0.5499617784821436	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00337	0.05389193717616765	0.18909451640760577	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00337	0.5082382033540038	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00338	0.7030713373060877	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00338	0.54207271310091	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00338	0.3210665395538198	0.5663554206315161	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00338	0.76952521682174	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00338	0.45927252449565414	0.763333835726849	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00338	0.8498224009594005	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00342	0.5786720503139742	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00342	0.9911472509026311	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00342	0.24888037112362288	0.4700078951075612	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00342	0.2076236597257816	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00342	0.5640903041461565	0.8634035267543211	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00342	0.16044758674730175	0.692579511139432	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00343	0.5235700955362622	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00343	0.992967271960216	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00344	0.8582259447744048	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00344	0.46308074833457935	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00345	0.7106731137354932	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00345	0.6987664500363415	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00345	0.8813346192856647	0.9659721818892983	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00345	0.8725263889217375	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00345	0.8235895831342497	0.9710912176055746	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00345	0.8200850622399755	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00346	0.16050680529703815	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00346	0.26331249924028655	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00346	0.023849119115369702	0.08613036720906929	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00346	0.591658398915627	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00346	0.06956893093816678	0.22441590625215088	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00346	0.9095294711228454	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00347	0.8204318795403077	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00347	0.6010291491397599	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00347	0.08603027634856932	0.22696429689949194	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00347	0.9660154309399641	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00347	0.10371262972578302	0.2901574201955369	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00347	0.7558802364495161	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00349	0.4683320878872078	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00349	0.4849809927868545	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00351	0.7997939220410271	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00351	0.7887326904082863	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00351	0.6695509791758535	0.8756319707186659	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00351	0.8506383388718515	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00351	0.43064079320864546	0.7432925082384385	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00351	0.876504999825841	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00352	0.8015796941481279	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00352	0.9408770993153879	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00352	0.7418579315735271	0.9099892852245367	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00352	0.12895691827259	0.8382628750572008	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00352	0.8744859735657309	0.9862623762019521	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00352	0.10576894602116059	0.5253559283038907	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00353	0.8173630015650937	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00353	0.05147986251116545	0.37523099785916153	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00353	0.08961975970921755	0.23292264280861	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00353	0.8667557943922211	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00353	0.09459350175671548	0.2728658704520639	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00353	0.5926430642967209	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00354	0.16896376518232054	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00354	0.31986566348960366	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00355	0.7370692843534763	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00355	0.5352641728234382	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00355	0.49439495149170337	0.7471508992156785	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00355	0.13098740483220286	0.8382628750572008	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00355	0.6556682158173396	0.9108159030861943	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00355	0.3240755713503763	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00356	0.9519426374912943	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00356	0.8475737238002768	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00356	0.6060685474351799	0.8347961028167694	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00356	0.5818189080113357	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00356	0.6979186538605954	0.9108159030861943	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00356	0.49310699113680456	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00358	0.8000829666553856	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00358	0.9631583630631663	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00358	0.07500897975496175	0.20319947804156957	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00358	0.8731452183360432	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00358	0.06672206061467864	0.21639587226382262	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00358	0.8443847720103679	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00359	0.2983552747448117	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00359	0.8433605757623125	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00359	0.014336808986208307	0.05659266705082226	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00359	0.5225814905963803	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00359	0.047889985565090915	0.17103566273246756	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00359	0.6137864915623278	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00360	0.6626347638795337	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00360	0.23099539481064163	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00360	0.058692248861614234	0.16930456402388722	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00360	0.4324960883588549	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00360	0.007688796654797251	0.034427447708047385	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00360	0.04926037706769392	0.281487868958251	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00361	0.6379289945602679	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00361	0.26742910534785336	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00361	0.003078758952281934	0.01496618935137051	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00361	0.7971299076713355	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00361	0.004355459769085354	0.021420293946321414	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00361	0.3284600388160458	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00362	0.3530753480832827	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00362	0.24096132168816178	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00362	0.13321272155815703	0.31082968363569974	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00362	0.2837032532631205	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00362	0.4491591142023731	0.7553354878635957	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00362	0.9649438607290876	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00364	0.17686592994887534	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00364	0.1517060323175066	0.8347161452424229	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00364	0.04280375339682769	0.13405443107352502	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00364	0.9603179137977554	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00364	0.10787865375621042	0.2942145102442102	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00364	0.46536226387327884	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00366	0.5812994333028957	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00366	0.968121533906881	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00368	0.32931716816793677	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00368	0.9650311227806119	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00369	0.5106287128267231	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00369	0.9038302339190104	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00369	0.04775842620218117	0.14662674711195972	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00369	0.9696281665748969	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00369	0.03564353835914642	0.13887092867199904	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00369	0.7734002672420758	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00370	0.06839023327390313	0.7493730053263351	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00370	0.03594219354289938	0.291087394619037	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00370	0.06720417147956113	0.18767122354664678	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00370	0.913201616328788	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00370	0.3796274551204344	0.7030138057785822	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00370	0.1749156251213888	0.7237887936057469	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00372	0.19687264360441714	0.40204491479909044	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00372	0.662568836143497	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00373	0.27348750083930334	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00373	0.863123655474615	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00373	0.13452235717354222	0.3124966261774764	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00373	0.5541677056736032	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00373	0.7771404261173783	0.9597758829382957	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00373	0.7267444104735697	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00374	0.6409934423687778	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00374	0.2233290112575804	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00374	0.2992443592331011	0.5398738439772442	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00374	0.4725356445871303	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00374	0.08145318800989866	0.2455875015373829	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00374	0.7090518799859572	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00375	0.3321720479669558	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00375	0.8242483061412157	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00376	0.6518578368368017	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00376	0.9991659668098232	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00376	0.4420947948059968	0.7076212416864278	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00376	0.9077913252900983	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00376	0.6964891607666056	0.9108159030861943	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00376	0.882654897489019	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00377	0.29024933359198485	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00377	0.7783568811256655	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00377	0.9248796256391133	0.9749666061950518	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00377	0.9163801778718857	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00377	0.3592716207622886	0.6778709825703558	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00377	0.6811519201827292	0.9993841327412634	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00382	0.43966430377514487	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00382	0.4375866928017778	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00382	0.8407479447473086	0.9511299920385087	cc_da	1.1211470090943884e-14	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00382	0.44364753170306	0.9988579185548043	cc_dv	0.003811169536309327	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00382	0.4158299508242251	0.740350060814644	cc_da	1.1513536282126479e-14	NA	asv
dawn (Yawzi - LB_seagrass)	dawn	Yawzi - LB_seagrass	ASV_00382	0.15373220946373917	0.6858450838567824	cc_dv	1.2079700037537759e-4	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00386	0.5849747460765845	0.9976145597850512	cc_da	0.003989567137017027	NA	asv
dawn (Tektite - Yawzi)	dawn	Tektite - Yawzi	ASV_00386	0.9711338567602791	0.9998300621891226	cc_dv	1.825135001626081e-4	NA	asv
dawn (Tektite - LB_seagrass)	dawn	Tektite - LB_seagrass	ASV_00386	0.6266189496668866	0.8456939552059523	cc_da	1.1211470090943884e-14	NA	asv
